text,label,language,confidence_score
"Person experiencing eye injury at Central Bank, need ambulance",Medical/Hospital,afaan_oromo,0.87
Crime alert: shooting at Gerji,Police,english,0.99
Police needed immediately for missing person at the construction site,Police,english,0.86
Emergency: house fire occurring at the shopping mall,Fire Force,english,0.99
"Report of transformer fire at Bole Road, fire trucks needed",Fire Force,english,0.9
Police needed immediately for riot at the local Pharmacy,Police,english,0.91
"Report of brush fire at a local house, fire trucks needed",Fire Force,english,0.88
Help! asthma attack occurring at Central Bank,Medical/Hospital,english,0.86
"Critical: eye injury at Adama Market, need doctor",Medical/Hospital,english,0.9
Help! drug dealing at the Hospital gate,Police,english,0.97
Fire emergency: rubbish fire at the Hotel,Fire Force,english,0.85
Ambulance needed immediately for overdose at the Office,Medical/Hospital,amharic,0.94
"Patient with overdose at the local Pharmacy, requires hospital transport",Medical/Hospital,english,0.88
Police emergency: harassment at a private residence,Police,english,0.83
Police emergency: trespassing at Sarbet,Police,english,0.82
"Report of diabetic emergency at CMC Condominium, medical team required",Medical/Hospital,english,0.89
Person suffering from heat stroke at Kebele 08,Medical/Hospital,english,0.85
Emergency: vehicle fire occurring at Bole Road,Fire Force,english,0.97
Emergency! head injury at Mexico Square,Medical/Hospital,english,0.91
"URGENT: industrial fire reported at Kebele 04, send fire department",Fire Force,english,0.95
Emergency: roof fire occurring at the Roundabout,Fire Force,english,0.89
Security incident: suspicious person at the Hospital gate,Police,english,0.89
"Report of apartment fire at Kebele 02, fire trucks needed",Fire Force,english,0.9
"Critical: burn victim at Gerji, need doctor",Medical/Hospital,english,0.88
"Patient with panic attack at my Home, requires hospital transport",Medical/Hospital,english,0.92
"Critical: chimney fire at a private residence, multiple units needed",Fire Force,english,0.87
Security incident: domestic dispute at Summit,Police,afaan_oromo,0.8
Ambulance needed immediately for collapsed person at Bole Road,Medical/Hospital,english,0.95
Help! forest fire at the Hospital gate,Fire Force,english,0.96
"chimney fire at Kazanchis, immediate fire response required",Fire Force,english,0.85
Need doctor for fainting spell at the construction site immediately,Medical/Hospital,english,0.91
Someone is having severe headache at the construction site,Medical/Hospital,english,0.85
Emergency! burn victim at Kebele 08,Medical/Hospital,english,0.96
Medical crisis: cardiac arrest at the Gas Station,Medical/Hospital,english,0.98
"Report of carjacking at a residential building, police dispatched",Police,afaan_oromo,0.91
Emergency: apartment fire occurring at the Park,Fire Force,english,0.98
"URGENT: heat stroke at the Bridge, send paramedics",Medical/Hospital,afaan_oromo,0.86
Structure fire: balcony fire at the University campus,Fire Force,amharic,0.92
Help! chest pain occurring at the shopping mall,Medical/Hospital,english,0.96
Police needed immediately for car theft at the Police Station,Police,afaan_oromo,0.88
Emergency: assault occurring at the Restaurant,Police,afaan_oromo,0.94
"Active hit and run at the local Pharmacy, need backup",Police,english,0.93
"Hello, testing the app",Other,english,0.98
Help! drowning incident occurring at Kazanchis,Medical/Hospital,english,0.98
Medical crisis: head injury at Summit,Medical/Hospital,english,0.98
Medical emergency: breathing difficulty reported at the Main Factory,Medical/Hospital,english,0.94
"carbon monoxide alarm at Atlas area, immediate fire response required",Fire Force,afaan_oromo,0.8
"carbon monoxide alarm at a local house, immediate fire response required",Fire Force,english,0.85
Emergency! breathing difficulty at Atlas area,Medical/Hospital,english,0.88
Testing: simulation running,Other,english,0.91
"URGENT: vehicle fire reported at a residential building, send fire department",Fire Force,amharic,0.84
Police assistance required for trespassing at Train Station,Police,english,0.86
Emergency: explosion occurring at Kazanchis,Fire Force,english,0.92
Call police: identity theft happening at the shopping mall right now,Police,english,0.88
"Active missing person at Atlas area, need backup",Police,english,0.96
Medical crisis: drowning incident at the Stadium,Medical/Hospital,english,0.97
Emergency response needed for rubbish fire at the Fire Station,Fire Force,english,0.85
Smoke reported: hazmat incident at Kazanchis,Fire Force,english,0.94
"URGENT: domestic dispute reported at Gerji, send officers",Police,english,0.82
Emergency! stroke at the shopping mall,Medical/Hospital,amharic,0.88
Police needed immediately for vandalism at the Bridge,Police,english,0.85
"pickpocketing in progress at the Hotel, police needed",Police,english,0.92
Help! burn injury occurring at CMC Condominium,Medical/Hospital,english,0.93
"stroke reported at Piazza, send medical help",Medical/Hospital,english,0.93
Smoke reported: warehouse fire at Atlas area,Fire Force,english,0.96
"Critical: chest pain at Kebele 04, need doctor",Medical/Hospital,english,0.87
Fire response required for chimney fire at Kebele 08,Fire Force,english,0.86
"Witnessed suspicious person at a dormitory, send police",Police,english,0.9
"Report of fainting spell at the Roundabout, medical team required",Medical/Hospital,english,0.9
Flames visible: transformer fire at Sarbet,Fire Force,english,0.95
Crime alert: fraud at the Stadium,Police,english,0.92
"Person experiencing severe bleeding at Summit, need ambulance",Medical/Hospital,english,0.9
"stabbing at a local house, immediate police response needed",Police,english,0.93
Emergency: electrical fire occurring at a villa,Fire Force,english,0.98
Call police: home invasion happening at Kebele 08 right now,Police,english,0.88
"URGENT: seizure at CMC Condominium, send paramedics",Medical/Hospital,english,0.88
Emergency: hazmat incident occurring at Bus Terminal,Fire Force,english,0.98
"URGENT: seizure at the Hospital gate, send paramedics",Medical/Hospital,english,0.88
Fire emergency: fuel spill at Sarbet,Fire Force,afaan_oromo,0.8
"Person experiencing woman in labor at Piazza, need ambulance",Medical/Hospital,english,0.92
"riot in progress at Summit, police needed",Police,english,0.96
"Patient with eye injury at the Gas Station, requires hospital transport",Medical/Hospital,afaan_oromo,0.87
"Witnessed mugging at Kebele 04, send police",Police,english,0.94
"Active mugging at Kebele 02, need backup",Police,english,0.97
Help! hypothermia occurring at Piazza,Medical/Hospital,english,0.86
"Report of armed robbery at Piazza, police dispatched",Police,english,0.91
Ambulance needed immediately for fainting spell at the local Pharmacy,Medical/Hospital,amharic,0.9
Emergency response needed for rubbish fire at the construction site,Fire Force,english,0.85
Fire emergency: chemical fire at Bus Terminal,Fire Force,english,0.93
Medical crisis: allergic reaction at the Police Station,Medical/Hospital,afaan_oromo,0.87
Someone is having breathing difficulty at the Main Factory,Medical/Hospital,english,0.92
Structure fire: explosion at the Restaurant,Fire Force,amharic,0.94
Emergency response needed for apartment fire at Adama Market,Fire Force,english,0.96
"Report of explosion at the Police Station, fire trucks needed",Fire Force,english,0.92
"Report of gas leak at Kebele 06, fire trucks needed",Fire Force,english,0.9
Ambulance needed immediately for asthma attack at the Park,Medical/Hospital,english,0.9
Need doctor for drowning incident at Main Road immediately,Medical/Hospital,english,0.92
Medical emergency: hypothermia reported at a residential building,Medical/Hospital,english,0.86
Police emergency: suspicious person at the Church,Police,english,0.82
Smoke reported: confined space rescue at an Apartment building,Fire Force,english,0.9
Help! rubbish fire at the construction site,Fire Force,english,0.85
Structure fire: brush fire at the Restaurant,Fire Force,english,0.96
Law enforcement required for carjacking at the Fire Station,Police,afaan_oromo,0.83
Flames visible: brush fire at the Stadium,Fire Force,english,0.85
Emergency: theft occurring at a family home,Police,english,0.94
"Person experiencing breathing difficulty at Central Bank, need ambulance",Medical/Hospital,english,0.9
Help! robbery at the Bridge,Police,english,0.88
Security incident: vandalism at the Stadium,Police,english,0.82
Medical emergency: panic attack reported at Summit,Medical/Hospital,english,0.87
Law enforcement required for mugging at the Fire Station,Police,english,0.92
"Witnessed theft at the Stadium, send police",Police,amharic,0.83
Smoke reported: wildfire at Summit,Fire Force,afaan_oromo,0.88
Help! vehicle fire at the Park,Fire Force,english,0.89
Structure fire: smoke investigation at a family home,Fire Force,afaan_oromo,0.82
Police emergency: drug dealing at the Park,Police,english,0.92
"heat stroke reported at the Main Factory, send medical help",Medical/Hospital,english,0.85
Fire alarm: chemical fire at the Stadium,Fire Force,english,0.89
Emergency medical assistance needed for unconscious person at Adama Market,Medical/Hospital,english,0.88
Police emergency: kidnapping at Kebele 08,Police,afaan_oromo,0.86
Medical crisis: severe headache at Atlas area,Medical/Hospital,english,0.9
"URGENT: diabetic emergency at a family home, send paramedics",Medical/Hospital,english,0.9
"Report of riot at the Fire Station, police dispatched",Police,amharic,0.91
Help! balcony fire at the Church,Fire Force,english,0.86
Emergency: fraud occurring at Main Road,Police,english,0.89
"Patient with heat stroke at the shopping mall, requires hospital transport",Medical/Hospital,english,0.88
"URGENT: robbery reported at Atlas area, send officers",Police,english,0.88
"URGENT: severe bleeding at Atlas area, send paramedics",Medical/Hospital,english,0.99
Structure fire: roof fire at Piazza,Fire Force,english,0.95
"Witnessed vandalism at the Church, send police",Police,english,0.89
Crime alert: missing person at the Stadium,Police,english,0.87
Smoke reported: fuel spill at Central Bank,Fire Force,amharic,0.88
Help! kitchen fire at Central Bank,Fire Force,english,0.92
"Patient with chest pain at the Hotel, requires hospital transport",Medical/Hospital,amharic,0.87
Smoke reported: warehouse fire at the Main Factory,Fire Force,afaan_oromo,0.84
Flames visible: confined space rescue at the Church,Fire Force,english,0.88
Help! harassment at Piazza,Police,english,0.91
Emergency response needed for chimney fire at the construction site,Fire Force,english,0.87
Fire alarm: gas leak at Kebele 06,Fire Force,english,0.97
Emergency: carbon monoxide alarm occurring at Bus Terminal,Fire Force,english,0.87
Help! car theft at Central Bank,Police,amharic,0.84
Security incident: fight at the local Pharmacy,Police,english,0.83
Police needed immediately for assault at the Main Factory,Police,english,0.87
"Active stolen vehicle at the local Pharmacy, need backup",Police,amharic,0.91
Help! trespassing at Kebele 02,Police,amharic,0.79
Help! allergic reaction occurring at Main Road,Medical/Hospital,amharic,0.88
"Critical: severe headache at the Roundabout, need doctor",Medical/Hospital,english,0.85
"No emergency, just no action needed",Other,english,0.96
Hazardous situation: confined space rescue at the Main Factory,Fire Force,english,0.86
Call police: theft happening at Kebele 04 right now,Police,english,0.93
"URGENT: house fire reported at a private residence, send fire department",Fire Force,english,0.98
Need doctor for burn victim at an Apartment building immediately,Medical/Hospital,english,0.98
Police needed immediately for car theft at a dormitory,Police,english,0.93
Flames visible: hazmat incident at the Stadium,Fire Force,english,0.88
Hazardous situation: wildfire at Mexico Square,Fire Force,english,0.96
"URGENT: structure fire reported at Train Station, send fire department",Fire Force,amharic,0.91
Someone is having heat stroke at the Hospital gate,Medical/Hospital,english,0.93
"fuel spill at an Apartment building, immediate fire response required",Fire Force,english,0.96
Fire alarm: carbon monoxide alarm at the University campus,Fire Force,english,0.85
Person suffering from severe headache at the School,Medical/Hospital,english,0.88
"Critical: vehicle fire at a residential building, multiple units needed",Fire Force,english,0.89
"URGENT: mugging reported at Kebele 02, send officers",Police,english,0.93
Emergency response needed for kitchen fire at the University campus,Fire Force,amharic,0.8
"URGENT: breathing difficulty at Gerji, send paramedics",Medical/Hospital,english,0.92
Emergency: pickpocketing occurring at the Park,Police,english,0.93
"URGENT: chest pain at the Mosque, send paramedics",Medical/Hospital,english,0.97
Police emergency: pickpocketing at the Bridge,Police,english,0.89
"Report of theft at the shopping mall, police dispatched",Police,english,0.91
Police needed immediately for riot at an Apartment building,Police,english,0.93
Fire response required for roof fire at a local house,Fire Force,english,0.96
Fire emergency: brush fire at Bus Terminal,Fire Force,english,0.93
"Report of wildfire at Main Road, fire trucks needed",Fire Force,english,0.99
Need doctor for drowning incident at Kebele 04 immediately,Medical/Hospital,english,0.89
Structure fire: apartment fire at the University campus,Fire Force,english,0.9
Call firefighters: hazmat incident at Kebele 08,Fire Force,english,0.9
Person suffering from animal bite at Mexico Square,Medical/Hospital,english,0.94
"URGENT: chemical fire reported at Main Road, send fire department",Fire Force,english,0.93
Medical crisis: back injury at Central Bank,Medical/Hospital,english,0.85
Crime alert: theft at a shared house,Police,amharic,0.87
Emergency: mugging occurring at a family home,Police,english,0.87
Hazardous situation: wildfire at a shared house,Fire Force,english,0.96
Security incident: assault at Main Road,Police,english,0.96
Ambulance needed immediately for hypothermia at Train Station,Medical/Hospital,english,0.85
Structure fire: basement fire at the Restaurant,Fire Force,english,0.87
Medical emergency: heat stroke reported at Gerji,Medical/Hospital,english,0.85
Call firefighters: forest fire at a dormitory,Fire Force,english,0.98
Emergency response needed for hazmat incident at Kebele 04,Fire Force,english,0.93
Police needed immediately for carjacking at the Main Factory,Police,english,0.92
Police needed immediately for drug dealing at Bus Terminal,Police,amharic,0.87
Help! pickpocketing at Summit,Police,english,0.85
Emergency: kitchen fire occurring at Mexico Square,Fire Force,english,0.93
This is a training exercise,Other,english,0.97
Call police: suspicious person happening at Gerji right now,Police,english,0.84
"hit and run in progress at Kebele 04, police needed",Police,english,0.9
Police emergency: vandalism at Central Bank,Police,english,0.87
"Active fight at Kebele 06, need backup",Police,english,0.92
Crime alert: pickpocketing at Sarbet,Police,english,0.83
"Report of kidnapping at the Hospital gate, police dispatched",Police,afaan_oromo,0.85
Medical emergency: poisoning reported at Central Bank,Medical/Hospital,amharic,0.91
Emergency response needed for vehicle fire at Bole Road,Fire Force,english,0.87
Ambulance needed immediately for heat stroke at the University campus,Medical/Hospital,amharic,0.87
"harassment in progress at Kebele 06, police needed",Police,english,0.85
Medical crisis: back injury at Kebele 06,Medical/Hospital,english,0.88
Emergency response needed for wildfire at the Gas Station,Fire Force,english,0.9
Need doctor for poisoning at a dormitory immediately,Medical/Hospital,english,0.9
Medical emergency: poisoning reported at a local house,Medical/Hospital,afaan_oromo,0.83
"Report of balcony fire at an Apartment building, fire trucks needed",Fire Force,english,0.88
"smoke investigation at the Roundabout, immediate fire response required",Fire Force,amharic,0.87
"Report of harassment at Kebele 04, police dispatched",Police,english,0.88
Medical crisis: poisoning at a dormitory,Medical/Hospital,afaan_oromo,0.81
Security incident: pickpocketing at Summit,Police,english,0.92
Call police: hit and run happening at the Office right now,Police,amharic,0.83
Need doctor for diabetic emergency at Kebele 02 immediately,Medical/Hospital,english,0.9
Need doctor for burn injury at a residential building immediately,Medical/Hospital,english,0.95
"Report of riot at the Hotel, police dispatched",Police,english,0.94
"Critical: apartment fire at a family home, multiple units needed",Fire Force,english,0.99
Flames visible: brush fire at Central Bank,Fire Force,english,0.87
"fraud at the Church, immediate police response needed",Police,english,0.82
Emergency: gas leak occurring at Mexico Square,Fire Force,english,0.94
"head injury reported at Mexico Square, send medical help",Medical/Hospital,amharic,0.83
Emergency response needed for kitchen fire at CMC Condominium,Fire Force,english,0.97
Emergency medical assistance needed for cardiac arrest at the Gas Station,Medical/Hospital,english,0.92
Smoke reported: smoke investigation at Sarbet,Fire Force,english,0.92
Fire emergency: chemical fire at the Office,Fire Force,english,0.96
Emergency! burn injury at Adama Market,Medical/Hospital,english,0.92
"Person experiencing collapsed person at the School, need ambulance",Medical/Hospital,amharic,0.84
"No emergency, just simulation running",Other,english,0.97
"Person experiencing head injury at Sarbet, need ambulance",Medical/Hospital,amharic,0.8
Someone is having heart attack at the Hospital gate,Medical/Hospital,english,0.98
"Report of collapsed person at Atlas area, medical team required",Medical/Hospital,english,0.87
Need doctor for cardiac arrest at the Church immediately,Medical/Hospital,english,0.95
Need doctor for seizure at Bole Road immediately,Medical/Hospital,english,0.95
Police needed immediately for stolen vehicle at the Office,Police,english,0.93
Security incident: stolen vehicle at the Bridge,Police,english,0.91
Police assistance required for theft at the Hospital gate,Police,english,0.97
"back injury reported at the local Pharmacy, send medical help",Medical/Hospital,english,0.85
Emergency medical assistance needed for broken leg at a compound,Medical/Hospital,english,0.85
"Report of chest pain at the University campus, medical team required",Medical/Hospital,english,0.94
Help! vehicle fire at the Church,Fire Force,english,0.97
Help! eye injury occurring at Kazanchis,Medical/Hospital,english,0.92
"URGENT: electric shock at the Fire Station, send paramedics",Medical/Hospital,english,0.91
"URGENT: chimney fire reported at Kebele 08, send fire department",Fire Force,english,0.92
"Report of transformer fire at Main Road, fire trucks needed",Fire Force,amharic,0.83
Ambulance needed immediately for eye injury at Adama Market,Medical/Hospital,afaan_oromo,0.83
Law enforcement required for pickpocketing at my Home,Police,english,0.9
Police assistance required for burglary at a family home,Police,english,0.89
"Patient with woman in labor at a private residence, requires hospital transport",Medical/Hospital,afaan_oromo,0.84
"Report of kidnapping at a private residence, police dispatched",Police,english,0.99
"Active assault at Kebele 06, need backup",Police,english,0.98
Feedback: simulation running,Other,english,0.99
Help! riot at the Bank,Police,english,0.96
Emergency response needed for attic fire at Bus Terminal,Fire Force,english,0.96
Call police: robbery happening at the Park right now,Police,english,0.87
Smoke reported: attic fire at the Bank,Fire Force,amharic,0.84
Medical emergency: chest pain reported at my Home,Medical/Hospital,english,0.89
Smoke reported: chemical fire at Train Station,Fire Force,amharic,0.94
Hazardous situation: hazmat incident at Bole Road,Fire Force,english,0.92
Crime alert: armed robbery at a shared house,Police,afaan_oromo,0.9
Fire emergency: house fire at Main Road,Fire Force,amharic,0.91
Emergency: riot occurring at Kebele 08,Police,english,0.97
Medical emergency: woman in labor reported at CMC Condominium,Medical/Hospital,english,0.95
Medical crisis: eye injury at the shopping mall,Medical/Hospital,english,0.92
Hazardous situation: basement fire at the School,Fire Force,english,0.95
Police needed immediately for stabbing at the Stadium,Police,english,0.92
Fire response required for chemical fire at the Roundabout,Fire Force,english,0.96
Emergency: theft occurring at a family home,Police,english,0.95
"Person experiencing drowning incident at a compound, need ambulance",Medical/Hospital,english,0.92
Flames visible: brush fire at the local Pharmacy,Fire Force,english,0.96
Crime alert: suspicious person at the School,Police,english,0.86
"Report of fuel spill at the Stadium, fire trucks needed",Fire Force,english,0.93
"burglary in progress at the Main Factory, police needed",Police,english,0.98
"Active suspicious person at Kebele 08, need backup",Police,english,0.82
"Report of diabetic emergency at the Restaurant, medical team required",Medical/Hospital,english,0.92
Structure fire: gas leak at the Roundabout,Fire Force,english,0.94
Emergency medical assistance needed for eye injury at Atlas area,Medical/Hospital,english,0.85
"Report of chimney fire at the Roundabout, fire trucks needed",Fire Force,english,0.92
Fire emergency: balcony fire at a local house,Fire Force,english,0.92
Ambulance needed immediately for cardiac arrest at a shared house,Medical/Hospital,english,0.9
Fire alarm: transformer fire at a private residence,Fire Force,afaan_oromo,0.85
Help! burn victim occurring at the local Pharmacy,Medical/Hospital,english,0.96
Help! chest pain occurring at Train Station,Medical/Hospital,english,0.95
Ambulance needed immediately for severe headache at Kebele 04,Medical/Hospital,english,0.9
Emergency! burn injury at Piazza,Medical/Hospital,english,0.91
Help! trespassing at the Bridge,Police,english,0.92
"suspicious person in progress at a villa, police needed",Police,english,0.82
Police emergency: trespassing at Train Station,Police,english,0.86
Structure fire: brush fire at a private residence,Fire Force,english,0.86
Help! confined space rescue at Bus Terminal,Fire Force,english,0.94
Emergency: identity theft occurring at Sarbet,Police,english,0.88
Police assistance required for kidnapping at Main Road,Police,afaan_oromo,0.84
Help! roof fire at the Hospital gate,Fire Force,afaan_oromo,0.82
Law enforcement required for car theft at Kebele 08,Police,english,0.86
Medical crisis: head injury at a villa,Medical/Hospital,english,0.86
Help! gas leak at the Main Factory,Fire Force,english,0.96
"Patient with unconscious person at Kebele 04, requires hospital transport",Medical/Hospital,english,0.93
Help! breathing difficulty occurring at Bus Terminal,Medical/Hospital,english,0.88
"stolen vehicle in progress at Kazanchis, police needed",Police,english,0.96
"URGENT: home invasion reported at a private residence, send officers",Police,english,0.96
"Report of riot at my Home, police dispatched",Police,english,0.93
"mugging at Summit, immediate police response needed",Police,english,0.88
"confined space rescue at the Fire Station, immediate fire response required",Fire Force,english,0.89
Help! kitchen fire at Gerji,Fire Force,afaan_oromo,0.86
Police emergency: assault at a compound,Police,english,0.88
Fire alarm: confined space rescue at the School,Fire Force,english,0.98
"theft at the Mosque, immediate police response needed",Police,english,0.91
Call firefighters: explosion at the Restaurant,Fire Force,english,0.97
Ambulance needed immediately for asthma attack at my Home,Medical/Hospital,afaan_oromo,0.9
Ambulance needed immediately for burn victim at CMC Condominium,Medical/Hospital,english,0.98
Person suffering from stroke at Kebele 04,Medical/Hospital,english,0.95
"Critical: wildfire at Bole Road, multiple units needed",Fire Force,english,0.93
"URGENT: seizure at Kebele 02, send paramedics",Medical/Hospital,english,0.91
Help! domestic dispute at CMC Condominium,Police,english,0.88
"Critical: electrical fire at Adama Market, multiple units needed",Fire Force,english,0.92
Call firefighters: kitchen fire at Piazza,Fire Force,english,0.91
"fight at the Hospital gate, immediate police response needed",Police,afaan_oromo,0.83
Flames visible: attic fire at Atlas area,Fire Force,english,0.93
Law enforcement required for identity theft at the construction site,Police,english,0.82
Ambulance needed immediately for drowning incident at Train Station,Medical/Hospital,english,0.93
Police needed immediately for shooting at the construction site,Police,afaan_oromo,0.93
Police needed immediately for hit and run at the Roundabout,Police,english,0.93
"back injury reported at a family home, send medical help",Medical/Hospital,english,0.85
Hazardous situation: balcony fire at Sarbet,Fire Force,english,0.96
Emergency! eye injury at the Church,Medical/Hospital,english,0.85
"Witnessed vandalism at the Fire Station, send police",Police,english,0.93
Security incident: suspicious person at the Hotel,Police,english,0.82
"Person experiencing back injury at the Stadium, need ambulance",Medical/Hospital,english,0.92
Hazardous situation: fuel spill at Kebele 06,Fire Force,english,0.87
Emergency! heart attack at the Hotel,Medical/Hospital,amharic,0.9
Law enforcement required for missing person at the Mosque,Police,english,0.87
Emergency! choking incident at a shared house,Medical/Hospital,amharic,0.84
Medical emergency: overdose reported at a villa,Medical/Hospital,english,0.91
Help! harassment at the Office,Police,english,0.88
"assault in progress at Train Station, police needed",Police,afaan_oromo,0.85
Help! transformer fire at the Fire Station,Fire Force,english,0.87
Security incident: harassment at the Restaurant,Police,english,0.89
Need doctor for stroke at the construction site immediately,Medical/Hospital,english,0.97
"Report of breathing difficulty at Central Bank, medical team required",Medical/Hospital,english,0.93
"warehouse fire at the Restaurant, immediate fire response required",Fire Force,english,0.95
Call police: break-in happening at Sarbet right now,Police,english,0.92
"Active car theft at the Bank, need backup",Police,english,0.93
"robbery in progress at Summit, police needed",Police,english,0.93
Flames visible: electrical fire at the Main Factory,Fire Force,english,0.9
"Critical: rubbish fire at a shared house, multiple units needed",Fire Force,amharic,0.8
"URGENT: assault reported at the Stadium, send officers",Police,afaan_oromo,0.93
Police assistance required for trespassing at the Hotel,Police,amharic,0.79
Medical crisis: animal bite at the Fire Station,Medical/Hospital,english,0.9
Medical emergency: poisoning reported at the Church,Medical/Hospital,english,0.91
Hazardous situation: carbon monoxide alarm at Main Road,Fire Force,english,0.85
"URGENT: burglary reported at a compound, send officers",Police,english,0.93
"Report of kitchen fire at CMC Condominium, fire trucks needed",Fire Force,english,0.9
Someone is having chest pain at Bus Terminal,Medical/Hospital,english,0.89
"transformer fire at a villa, immediate fire response required",Fire Force,english,0.9
"cardiac arrest reported at the Police Station, send medical help",Medical/Hospital,amharic,0.84
Police needed immediately for drug dealing at a residential building,Police,english,0.92
Help! apartment fire at the Stadium,Fire Force,english,0.93
Need doctor for severe headache at the Hospital gate immediately,Medical/Hospital,english,0.9
"drowning incident reported at Piazza, send medical help",Medical/Hospital,english,0.89
"fraud in progress at Train Station, police needed",Police,english,0.84
"Report of stolen vehicle at the Bank, police dispatched",Police,english,0.9
Emergency! animal bite at Sarbet,Medical/Hospital,english,0.92
Flames visible: chemical fire at my Home,Fire Force,english,0.91
Fire alarm: attic fire at Main Road,Fire Force,english,0.95
Someone is having unconscious person at a local house,Medical/Hospital,english,0.99
"stolen vehicle in progress at Kebele 06, police needed",Police,english,0.94
Flames visible: kitchen fire at the Stadium,Fire Force,english,0.88
Structure fire: apartment fire at Adama Market,Fire Force,english,0.95
Help! collapsed person occurring at the Mosque,Medical/Hospital,english,0.97
Crime alert: armed robbery at a private residence,Police,english,0.99
"URGENT: brush fire reported at the Main Factory, send fire department",Fire Force,english,0.85
Ambulance needed immediately for seizure at CMC Condominium,Medical/Hospital,english,0.86
Someone is having breathing difficulty at a dormitory,Medical/Hospital,english,0.85
Hazardous situation: transformer fire at Bole Road,Fire Force,english,0.98
Person suffering from seizure at the Gas Station,Medical/Hospital,english,0.87
"Critical: structure fire at my Home, multiple units needed",Fire Force,english,0.99
Fire alarm: gas leak at Adama Market,Fire Force,english,0.96
Security incident: kidnapping at a local house,Police,english,0.88
Flames visible: attic fire at the Fire Station,Fire Force,english,0.9
Need doctor for breathing difficulty at the Office immediately,Medical/Hospital,english,0.93
"URGENT: forest fire reported at Piazza, send fire department",Fire Force,english,0.94
Fire emergency: forest fire at the Park,Fire Force,afaan_oromo,0.84
Just letting you know: just curious,Other,english,0.98
Medical crisis: animal bite at the Bank,Medical/Hospital,english,0.89
Smoke reported: hazmat incident at Bole Road,Fire Force,english,0.92
"URGENT: rubbish fire reported at an Apartment building, send fire department",Fire Force,english,0.85
"Report of cardiac arrest at the shopping mall, medical team required",Medical/Hospital,english,0.97
"Critical: fainting spell at Kebele 02, need doctor",Medical/Hospital,amharic,0.8
Police emergency: burglary at Piazza,Police,english,0.87
"unconscious person reported at Bole Road, send medical help",Medical/Hospital,english,0.92
"Critical: diabetic emergency at Kazanchis, need doctor",Medical/Hospital,amharic,0.8
"Witnessed riot at Kebele 04, send police",Police,afaan_oromo,0.84
"URGENT: attic fire reported at the Office, send fire department",Fire Force,english,0.94
Help! carbon monoxide alarm at a shared house,Fire Force,english,0.9
Fire emergency: confined space rescue at Summit,Fire Force,english,0.9
Emergency response needed for transformer fire at Gerji,Fire Force,amharic,0.84
Emergency response needed for transformer fire at a shared house,Fire Force,english,0.91
"vandalism at Mexico Square, immediate police response needed",Police,english,0.93
Person suffering from panic attack at Kebele 06,Medical/Hospital,amharic,0.8
"chimney fire at a villa, immediate fire response required",Fire Force,english,0.92
"Report of kidnapping at Kebele 06, police dispatched",Police,english,0.95
Help! choking incident occurring at the local Pharmacy,Medical/Hospital,english,0.9
Police assistance required for carjacking at Kebele 08,Police,english,0.99
Medical emergency: woman in labor reported at Atlas area,Medical/Hospital,afaan_oromo,0.88
"identity theft in progress at Kebele 08, police needed",Police,english,0.85
"balcony fire at an Apartment building, immediate fire response required",Fire Force,english,0.94
Police assistance required for trespassing at a dormitory,Police,afaan_oromo,0.77
"Witnessed vandalism at the University campus, send police",Police,english,0.87
"transformer fire at the Stadium, immediate fire response required",Fire Force,amharic,0.82
Emergency medical assistance needed for electric shock at a local house,Medical/Hospital,english,0.98
Help! mugging at the School,Police,english,0.95
Ambulance needed immediately for overdose at Kebele 08,Medical/Hospital,english,0.96
Emergency: identity theft occurring at Atlas area,Police,english,0.88
Smoke reported: wildfire at Kebele 02,Fire Force,english,0.92
"Critical: overdose at the Main Factory, need doctor",Medical/Hospital,english,0.87
Person suffering from panic attack at a shared house,Medical/Hospital,english,0.85
Emergency! burn injury at a dormitory,Medical/Hospital,amharic,0.88
"Witnessed carjacking at Mexico Square, send police",Police,english,0.93
"Report of animal bite at the Stadium, medical team required",Medical/Hospital,english,0.85
Police needed immediately for drug dealing at the Church,Police,english,0.85
Checking: wrong number,Other,english,0.98
Emergency: confined space rescue occurring at the Roundabout,Fire Force,english,0.96
"Report of break-in at Kebele 08, police dispatched",Police,english,0.95
"fraud in progress at a local house, police needed",Police,english,0.9
Fire alarm: kitchen fire at an Apartment building,Fire Force,english,0.9
"car theft at the University campus, immediate police response needed",Police,english,0.98
"Witnessed hit and run at the Hotel, send police",Police,english,0.95
Police emergency: theft at the Bridge,Police,afaan_oromo,0.79
Police emergency: kidnapping at a compound,Police,afaan_oromo,0.92
Need doctor for severe headache at Bole Road immediately,Medical/Hospital,english,0.9
Flames visible: gas leak at Gerji,Fire Force,english,0.87
Emergency response needed for basement fire at the Main Factory,Fire Force,english,0.94
Person suffering from cardiac arrest at Kazanchis,Medical/Hospital,amharic,0.84
"Patient with unconscious person at Sarbet, requires hospital transport",Medical/Hospital,amharic,0.9
Person suffering from respiratory distress at the construction site,Medical/Hospital,english,0.97
Law enforcement required for domestic dispute at the Gas Station,Police,english,0.94
Help! severe bleeding occurring at a compound,Medical/Hospital,english,0.96
Someone is having allergic reaction at the construction site,Medical/Hospital,english,0.92
Help! drowning incident occurring at Mexico Square,Medical/Hospital,english,0.96
"Witnessed kidnapping at a family home, send police",Police,english,0.95
