text,label,language,confidence_score
"Please send the fire force to the construction site, there is burning smell.",Fire Force,,
Checking in - hi there thanks,Other,,
Medical emergency! heart attack at Gerji.,Medical/Hospital,,
Medical emergency at Gas Station: bleeding,Medical/Hospital,,0.86
Need police at Main Road for vandalism,Police,amharic,
Send police immediately to the Bus Terminal - armed suspect in progress.,Police,,
Police emergency! mugging at Summit.,Police,,
Police emergency! armed suspect at the Office,Police,afaan_oromo,
"Hey Hi, good morning thanks",Other,,
This is testing the app,Other,,
Emergency! thick smoke at High School,Fire Force,afaan_oromo,
Person with overdose at Gerji,Medical/Hospital,,0.93
Person with head injury at Bus Terminal,Medical/Hospital,,0.97
Fire emergency at Sarbet - warehouse fire,Fire Force,,0.81
URGENT police response needed: domestic dispute at Kebele 04.,Police,,
Medical emergency at construction site: animal bite,Medical/Hospital,afaan_oromo,
Emergency medical assistance needed at Bole Road for overdose.,Medical/Hospital,,
"Hey good morning, thanks please",Other,,
URGENT: something burning reported at Bole Road.,Fire Force,,
Please send police to my Home for break-in.,Police,,
Emergency! Please send paramedics to CMC Condominium: person not breathing.,Medical/Hospital,,
"Hello, thanks",Other,,
"Hi No emergency, just general question",Other,,
Emergency! There is massive blaze happening at the University campus.,Fire Force,,
ሆስፒታል ያስፈልገኛል በUniversity campus,Medical/Hospital,amharic,
Need ambulance at Adama Police Station - overdose,Medical/Hospital,afaan_oromo,
Please send paramedics to Adama Market: seizure,Medical/Hospital,amharic,
Emergency! Please send police to Kebele 04 for riot.,Police,,
Officer required at Bus Terminal: violent fight,Police,afaan_oromo,
"Hey Hello, hello world thanks",Other,,
Emergency! Please send paramedics to CMC Condominium: fainting spell.,Medical/Hospital,,
Emergency! Need firefighters at the Train Station for kitchen fire.,Fire Force,,
"Emergency! Please send the fire force to a back alley, there is inferno.",Fire Force,,
"Hello, hello",Other,,
Send fire truck to Adama Police Station: electrical sparks,Fire Force,afaan_oromo,
ሆስፒታል ያስፈልገኛል በMain Road,Police,amharic,
Medical emergency at Gas Station: seizure,Medical/Hospital,amharic,
Hey This is is anyone there please,Other,,
Medical emergency at the shopping mall: person who fell.,Medical/Hospital,,
Emergency medical assistance needed at Adama Market for heavy bleeding.,Medical/Hospital,,
Emergency! brush fire at the Park.,Fire Force,,
Quick question: wrong number,Other,,
"Hello Hi, system test",Other,,
Emergency! Reporting collapsed person at the construction site.,Medical/Hospital,,
Emergency! Need firefighters at the Main Road for brush fire.,Fire Force,,
Hello Checking in - how to use this please,Other,,
"Emergency! Please send the fire force to a back alley, there is huge flames.",Fire Force,,
Car accident with fire at shopping mall,Fire Force,,0.62
Emergency! Please send paramedics to an Apartment building: collapsed person.,Medical/Hospital,,
Reporting robbery at Adama Police Station,Police,,0.93
Emergency! Need firefighters at the Bus Terminal for kitchen fire.,Fire Force,,
Hey This is just checking,Other,,
Medical emergency at Train Station: unconscious,Medical/Hospital,afaan_oromo,
Emergency! Reporting heavy bleeding at the Hospital gate.,Medical/Hospital,,
Police emergency! stabbing at Central Bank,Police,,0.95
Witnessed stolen goods at CMC Condominium.,Police,,
Emergency! Officer required at the Train Station: riot.,Police,,
Emergency! Please send police to Atlas area for vandalism.,Police,,
Need firefighters at shopping mall for fire in the basement,Fire Force,,0.71
"Hello, hi there",Other,,
"Is anyone there, thanks?",Other,,
Hi Just wrong number?,Other,,
Hi Just wrong number,Other,,
Need firefighters at Fire Station for fire in the basement,Fire Force,amharic,
Send police to Gerji - break-in in progress,Police,amharic,
Reporting huge flames at shopping mall,Fire Force,,0.91
Reporting gas leak at Adama Police Station,Fire Force,amharic,
Medical emergency at a back alley: stroke.,Medical/Hospital,,
Quick question: how to use this thanks,Other,,
Testing the app thanks,Other,,
Emergency! Someone has overdose at Kazanchis.,Medical/Hospital,,
Medical emergency at the Office: poisoning.,Medical/Hospital,,
Medical emergency at the Central Bank: heavy bleeding.,Medical/Hospital,,
URGENT: fire on the balcony reported at Kebele 02.,Fire Force,,
"Hey wrong number, thanks please",Other,,
Need ambulance at Adama Police Station - broken leg,Medical/Hospital,,0.97
Need firefighters at High School for electrical sparks,Fire Force,afaan_oromo,
Emergency! Witnessed riot at Gerji.,Police,,
Need police at Train Station for group with weapons,Police,afaan_oromo,
Someone has head injury at Bole Road.,Medical/Hospital,,
"Hi Hi, hello",Other,,
There is a person with heart attack at the Stadium.,Medical/Hospital,,
"Emergency! Please send the fire force to the Main Road, there is kitchen fire.",Fire Force,,
Reporting brush fire at Adama Market,Fire Force,,0.91
Emergency! allergic reaction at Fire Station,Medical/Hospital,amharic,
"Hi No emergency, just system test?",Other,,
Need police at High School for kidnapping attempt,Police,,0.75
Reporting inferno at Adama General Hospital,Fire Force,,0.79
Reporting fire in the basement at Kebele 04,Fire Force,,0.92
Emergency! Please send police to Kebele 04 for group with weapons.,Police,,
"Hello, is anyone there",Other,,
Police emergency! kidnapping attempt at Summit.,Police,,
Send police to Train Station - mugging in progress,Police,,0.9
Send fire truck to the construction site - inferno.,Fire Force,,
Hey Just hi there thanks,Other,,
Emergency! explosion at the Office,Fire Force,,0.54
Emergency! Reporting thief at my Home.,Police,,
Need ambulance at Fire Station - heart attack,Medical/Hospital,afaan_oromo,
Fire emergency at Mexico Square - inferno,Fire Force,,0.89
Hi Checking in - hello world?,Other,,
"Hi Hi, app feedback?",Other,,
Emergency! Send police immediately to the Park - stabbing in progress.,Police,,
URGENT police response needed: assault at Bole Road.,Police,,
Need firefighters at Summit for fire in the basement.,Fire Force,,
Hello hello?,Other,,
Emergency! Someone has person not breathing at CMC Condominium.,Medical/Hospital,,
Need police at Central Bank for car theft,Police,amharic,
Reporting electrical sparks at the Stadium.,Fire Force,,
"Hey Hi, testing the app?",Other,,
URGENT: head injury at an Apartment building.,Medical/Hospital,,
Need firefighters at University campus for warehouse fire,Fire Force,amharic,
Need ambulance at Gas Station - heart attack,Medical/Hospital,,0.72
Please send paramedics to Gerji: poisoning,Medical/Hospital,amharic,
URGENT: seizure at the construction site.,Medical/Hospital,,
Emergency! Need an ambulance at the Office - burn victim.,Medical/Hospital,,
Medical emergency at Main Road: unconscious,Medical/Hospital,afaan_oromo,
Emergency! animal bite at University campus,Medical/Hospital,,0.8
"Hi there, thanks thanks",Other,,
Emergency! kitchen fire at University campus,Fire Force,amharic,
Need ambulance at Fire Station - fainting,Medical/Hospital,afaan_oromo,
Emergency! Witnessed assault at the High School.,Police,,
Reporting allergic reaction at the Bus Terminal.,Medical/Hospital,,
Police emergency! stabbing at the Main Road.,Police,,
Send fire truck to Adama Police Station: flames spreading,Fire Force,afaan_oromo,
Send fire truck to the Train Station - chemical fire.,Fire Force,,
Emergency! seizure at Sarbet,Medical/Hospital,amharic,
Police emergency! harassment at my Home.,Police,,
Lapheen ni dhukkuba Atlas area,Fire Force,afaan_oromo,
"Hey Hello, how are you please",Other,,
I see brush fire at Mexico Square.,Fire Force,,
Need firefighters at Train Station for huge flames,Fire Force,,0.7
URGENT: car accident with injuries at Adama Market.,Medical/Hospital,,
Emergency! fire on the balcony at Kebele 04,Fire Force,,0.87
Send police to Kebele 04 - drug dealing in progress,Police,afaan_oromo,
Hey app feedback please,Other,,
Emergency! Need police at Piazza - kidnapping attempt.,Police,,
Person with breathing difficulty at Bus Terminal,Medical/Hospital,afaan_oromo,
Officer required at Adama Market: drug dealing.,Police,,
Reporting robbery at Kazanchis,Police,amharic,
Witnessed stabbing at Mexico Square.,Police,,
Hello This is weather report thanks,Other,,
Need ambulance at construction site - overdose,Medical/Hospital,amharic,
Emergency! Reporting car accident with injuries at CMC Condominium.,Medical/Hospital,,
Emergency! Reporting animal bite at Kebele 02.,Medical/Hospital,,
Send police to Central Bank - riot in progress,Police,,0.97
Emergency! Please send police to my Home for kidnapping attempt.,Police,,
Hafuura baafachuu dadhabe Adama Market,Medical/Hospital,afaan_oromo,
Emergency! Help! inferno at the shopping mall!,Fire Force,,
Reporting fire on the balcony at Piazza,Fire Force,,0.49
Send police to Main Road - stolen goods in progress,Police,amharic,
Please send police to Kazanchis for robbery.,Police,,
Emergency! brush fire at the local Pharmacy.,Fire Force,,
Emergency! car accident with injuries at Adama Market,Medical/Hospital,afaan_oromo,
Medical emergency! heavy bleeding at the High School.,Medical/Hospital,,
Emergency! car accident with injuries at Kebele 02,Medical/Hospital,amharic,
Send fire truck to Main Road: chemical fire,Fire Force,afaan_oromo,
Please send paramedics to Kazanchis: head injury,Medical/Hospital,,0.9
Emergency! There is riot happening at the University campus.,Police,,
Emergency! Send fire truck to the main Factory - massive blaze.,Fire Force,,
Please send paramedics to Central Bank: stroke,Medical/Hospital,,0.92
URGENT: person not breathing at Adama Market.,Medical/Hospital,,
Emergency! Need firefighters at the Office for flames spreading.,Fire Force,,
ሆስፒታል ያስፈልገኛል በconstruction site,Medical/Hospital,amharic,
Emergency! Witnessed stabbing at Sarbet.,Police,,
Emergency medical assistance needed at the Main Road for person not breathing.,Medical/Hospital,,
Hey This is hello world,Other,,
Fire emergency at Gas Station - electrical sparks,Fire Force,,0.89
Need ambulance at Fire Station - woman in labor,Medical/Hospital,afaan_oromo,
Hello Just how to use this?,Other,,
Quick question: time check,Other,,
Emergency! flames spreading at University campus,Fire Force,amharic,
Please send paramedics to construction site: animal bite,Medical/Hospital,amharic,
Fire emergency at the Office - fire on the balcony,Fire Force,amharic,
Reporting mugging at Fire Station,Police,,0.7
"Just checking, thanks",Other,,
"Just checking, thanks please",Other,,
Emergency! Need an ambulance at Kebele 04 - animal bite.,Medical/Hospital,,
Need ambulance at University campus - overdose,Medical/Hospital,afaan_oromo,
Need firefighters at Kebele 04 for something burning,Fire Force,amharic,
Officer required at Fire Station: harassment,Police,afaan_oromo,
URGENT: brush fire reported at the Hospital gate.,Fire Force,,
URGENT: warehouse fire reported at Gerji.,Fire Force,,
Send fire truck to Gerji: transformer fire,Fire Force,afaan_oromo,
URGENT: broken leg at the Hospital gate.,Medical/Hospital,,
"Hello Hi, how to use this thanks",Other,,
URGENT: person who fell at Sarbet.,Medical/Hospital,,
Witnessed shooting at the Stadium.,Police,,
Emergency! Help! thick smoke at my Home!,Fire Force,,
Emergency! Officer required at Atlas area: mugging.,Police,,
Medical emergency! burn victim at the local Pharmacy.,Medical/Hospital,,
Send fire truck to Mexico Square - burning smell.,Fire Force,,
"Hello, app feedback",Other,,
Send fire truck to Gas Station: huge flames,Fire Force,afaan_oromo,
Reporting robbery at Adama General Hospital,Police,,0.52
Quick question: system test,Other,,
Reporting violent fight at Kebele 02,Police,amharic,
Medical emergency at Sarbet: unconscious,Medical/Hospital,,0.66
ሰረቁኝ በKebele 02,Police,amharic,
Someone has stroke at Gerji.,Medical/Hospital,,
Officer required at Kebele 04: violent fight,Police,afaan_oromo,
Send fire truck to the Office - thick smoke.,Fire Force,,
Emergency! Need police at Kebele 02 - drug dealing.,Police,,
Need police at construction site for stolen goods,Police,amharic,
Emergency! Please send police to Piazza for suspicious person.,Police,,
Checking in - is anyone there,Other,,
Emergency! Reporting break-in at a back alley.,Police,,
Hi Quick question: wrong number?,Other,,
Reporting riot at Kazanchis,Police,,0.89
Send fire truck to Main Road: thick smoke,Fire Force,,0.85
Hatte Train Station,Fire Force,afaan_oromo,
Please send paramedics to the Office: bleeding,Medical/Hospital,,0.96
Emergency! Witnessed group with weapons at the main Factory.,Police,,
Send fire truck to Kebele 04: something burning,Fire Force,amharic,
Medical emergency at Kebele 04: bleeding,Medical/Hospital,afaan_oromo,
Need firefighters at Piazza for warehouse fire,Fire Force,,0.58
Please send police to Piazza for drug dealing.,Police,,
Emergency! Reporting several injured people at the Gas Station.,Medical/Hospital,,
Person with overdose at Piazza,Medical/Hospital,amharic,
Emergency! Witnessed mugging at the Bus Terminal.,Police,,
Police emergency! break-in at an Apartment building.,Police,,
Police emergency! kidnapping attempt at Sarbet,Police,amharic,
Hey Checking in - how to use this?,Other,,
"Hi, thank you",Other,,
Hospitaala nan barbaada an Apartment building,Police,afaan_oromo,
"Hi No emergency, just good morning thanks",Other,,
URGENT: flames spreading reported at the Bus Terminal.,Fire Force,,
"Emergency! Please send the fire force to the Stadium, there is huge flames.",Fire Force,,
Hafuura baafachuu dadhabe Main Road,Medical/Hospital,afaan_oromo,
Emergency! inferno at Kebele 02,Fire Force,,0.92
Medical emergency at Kazanchis: animal bite,Medical/Hospital,,0.95
Officer required at University campus: riot,Police,afaan_oromo,
Please send paramedics to Sarbet: choking,Medical/Hospital,,0.79
"Hey how are you, thanks please",Other,,
Need firefighters at Gas Station for massive blaze,Fire Force,afaan_oromo,
Medical emergency! broken leg at the Main Road.,Medical/Hospital,,
Need firefighters at Bus Terminal for fire,Fire Force,afaan_oromo,
"Hello No emergency, just how to use this thanks",Other,,
Reporting assault at Train Station,Police,,0.86
Emergency! Someone has heavy bleeding at Adama Market.,Medical/Hospital,,
Emergency! Someone has stroke at the Office.,Medical/Hospital,,
Emergency! Someone has heart attack at the Central Bank.,Medical/Hospital,,
Please send paramedics to Central Bank: collapsed,Medical/Hospital,amharic,
Person with seizure at Kazanchis,Medical/Hospital,afaan_oromo,
Send fire truck to Summit: warehouse fire,Fire Force,amharic,
Please send paramedics to construction site: seizure,Medical/Hospital,amharic,
Need ambulance at Main Road - fainting,Medical/Hospital,amharic,
Emergency! Reporting woman in labor at CMC Condominium.,Medical/Hospital,,
Person with allergic reaction at CMC Condominium,Medical/Hospital,,0.97
Emergency! Send fire truck to Kebele 04 - electrical sparks.,Fire Force,,
Officer required at the Bus Terminal: robbery.,Police,,
Just testing,Other,amharic,
"Hey Hi, thank you",Other,,
URGENT: broken leg at the main Factory.,Medical/Hospital,,
Need police at Kebele 02 for suspicious person,Police,,0.51
Medical emergency at University campus: broken leg,Medical/Hospital,amharic,
Hi Checking in - testing the app please,Other,,
Emergency! There is a person with heart attack at CMC Condominium.,Medical/Hospital,,
Need police at CMC Condominium - armed suspect.,Police,,
Reporting smoke coming from the roof at Kebele 02,Fire Force,,0.68
Need firefighters at Piazza for fire on the balcony,Fire Force,amharic,
Send fire truck to shopping mall: transformer fire,Fire Force,afaan_oromo,
Please send police to the Gas Station for robbery.,Police,,
Quick question: hi there please,Other,,
Checking in - good morning,Other,,
URGENT police response needed: car theft at Kebele 04.,Police,,
Emergency! There is a person with breathing difficulty at the shopping mall.,Medical/Hospital,,
Emergency! Need firefighters at the Train Station for fire in the basement.,Fire Force,,
Hey Checking in - system test please,Other,,
Need an ambulance at CMC Condominium - burn victim.,Medical/Hospital,,
Emergency! Help! small fire at Adama Market!,Fire Force,,
Emergency! woman in labor at Adama Police Station,Medical/Hospital,afaan_oromo,
Emergency medical assistance needed at the High School for woman in labor.,Medical/Hospital,,
Police emergency! mugging at Gerji.,Police,,
Reporting chemical fire at construction site,Fire Force,,0.73
Emergency! Reporting harassment at Sarbet.,Police,,
URGENT police response needed: violent fight at Atlas area.,Police,,
"Emergency! Please send the fire force to the Park, there is burning smell.",Fire Force,,
Just how to use this,Other,,
Medical emergency at construction site: fainting,Medical/Hospital,amharic,
Fire emergency at Adama Police Station - something burning,Fire Force,,0.86
Officer required at Summit: break-in.,Police,,
Emergency! chemical fire at the Stadium.,Fire Force,,
Emergency! something burning at construction site,Fire Force,,0.66
URGENT police response needed: stabbing at the University campus.,Police,,
Emergency! Reporting kidnapping attempt at the Central Bank.,Police,,
Emergency! Need an ambulance at the Gas Station - stroke.,Medical/Hospital,,
Emergency! There is mugging happening at the shopping mall.,Police,,
Quick question: thank you thanks,Other,,
Emergency! Send police immediately to Kebele 04 - stolen goods in progress.,Police,,
Police emergency! break-in at Central Bank,Police,,0.97
Reporting warehouse fire at Gas Station,Fire Force,,0.91
Fire emergency at University campus - smoke coming from the roof,Fire Force,,0.93
Medical emergency! woman in labor at the University campus.,Medical/Hospital,,
Send fire truck to the Park - smoke coming from the roof.,Fire Force,,
Emergency! Need firefighters at the main Factory for flames spreading.,Fire Force,,
Please send paramedics to Gas Station: allergic reaction,Medical/Hospital,afaan_oromo,
Emergency! overdose at Adama Police Station,Medical/Hospital,,0.86
Send police to Summit - robbery in progress,Police,amharic,
Please send paramedics to Adama Police Station: choking,Medical/Hospital,afaan_oromo,
Someone has overdose at the University campus.,Medical/Hospital,,
Fire emergency at Adama Police Station - kitchen fire,Fire Force,,0.89
How to use this,Other,,
Emergency! Help! something burning at the Office!,Fire Force,,
Please send police to the Stadium for harassment.,Police,,
Medical emergency at Summit: stroke.,Medical/Hospital,,
URGENT: chemical fire reported at Atlas area.,Fire Force,,
Emergency! Need police at Bole Road - stolen goods.,Police,,
Emergency! Need police at Kebele 02 - car theft.,Police,,
Gargaarsa nan barbaada the Office,Medical/Hospital,afaan_oromo,
"Fire in apartment, someone trapped at Fire Station",Fire Force,,0.74
Medical emergency at Train Station: choking,Medical/Hospital,amharic,
Emergency! Please send paramedics to Kazanchis: stroke.,Medical/Hospital,,
Emergency! There is kidnapping attempt happening at Adama Market.,Police,,
Emergency! Witnessed suspicious person at Mexico Square.,Police,,
Emergency! I see something burning at the Central Bank.,Fire Force,,
Person with woman in labor at CMC Condominium,Medical/Hospital,afaan_oromo,
Send police to Main Road - harassment in progress,Police,afaan_oromo,
Officer required at shopping mall: harassment,Police,amharic,
Please send paramedics to Central Bank: poisoning,Medical/Hospital,afaan_oromo,
URGENT: smoke coming from the roof reported at Kazanchis.,Fire Force,,
URGENT: warehouse fire reported at the main Factory.,Fire Force,,
This is general question,Other,,
Emergency! Reporting fainting spell at Atlas area.,Medical/Hospital,,
Medical emergency at the Park: overdose.,Medical/Hospital,,
ሆስፒታል ያስፈልገኛል በPiazza,Medical/Hospital,amharic,
Medical emergency! burn victim at the main Factory.,Medical/Hospital,,
Emergency! Someone has collapsed person at an Apartment building.,Medical/Hospital,,
Emergency! Someone has animal bite at my Home.,Medical/Hospital,,
Emergency! I see fire on the balcony at Kazanchis.,Fire Force,,
Emergency! choking at Gas Station,Medical/Hospital,amharic,
"Hey Hi, good morning?",Other,,
Quick question: testing the app,Other,,
Need firefighters at Central Bank for electrical sparks,Fire Force,afaan_oromo,
Emergency! Reporting car accident with injuries at Bole Road.,Medical/Hospital,,
Please send paramedics to Adama Police Station: burn victim,Medical/Hospital,amharic,
Hafuura baafachuu dadhabe Central Bank,Fire Force,afaan_oromo,
Checking in - hi there,Other,,
Hi Quick question: how are you,Other,,
There is huge flames happening at the Stadium.,Fire Force,,
Send fire truck to Kebele 04: explosion,Fire Force,amharic,
Reporting huge flames at Mexico Square,Fire Force,,0.89
Police emergency! suspicious person at Adama General Hospital,Police,amharic,
Medical emergency at the local Pharmacy: broken leg.,Medical/Hospital,,
Ibidda Atlas area,Medical/Hospital,afaan_oromo,
Hello Just weather report thanks,Other,,
Emergency! Please send paramedics to the local Pharmacy: breathing difficulty.,Medical/Hospital,,
"Hello, just checking",Other,,
Someone has breathing difficulty at CMC Condominium.,Medical/Hospital,,
Need firefighters at the Office for chemical fire,Fire Force,afaan_oromo,
URGENT: person not breathing at the Stadium.,Medical/Hospital,,
Emergency! fainting at Adama General Hospital,Medical/Hospital,,0.85
Send fire truck to the Central Bank - transformer fire.,Fire Force,,
Help! warehouse fire at Piazza!,Fire Force,,
Medical emergency at the construction site: burn victim.,Medical/Hospital,,
Reporting break-in at Train Station,Police,amharic,
Emergency! There is flames spreading happening at the Hospital gate.,Fire Force,,
Send police to Piazza - riot in progress,Police,,0.93
"Hello, testing the app",Other,,
Need police at construction site for riot,Police,afaan_oromo,
Hi This is just checking please,Other,,
Need police at CMC Condominium for group with weapons,Police,amharic,
Medical emergency at construction site: head injury,Medical/Hospital,,0.95
Emergency! Please send paramedics to the Stadium: animal bite.,Medical/Hospital,,
Emergency! I see thick smoke at the shopping mall.,Fire Force,,
Police emergency! harassment at an Apartment building,Police,,0.97
This is thank you,Other,,
Quick question: hi there,Other,,
Officer required at Kazanchis: drug dealing,Police,amharic,
Emergency! There is a person with heavy bleeding at the Stadium.,Medical/Hospital,,
"Kitchen fire, burn victim at Atlas area",Fire Force,,0.63
Balaan gahe Sarbet,Police,afaan_oromo,
Person with woman in labor at an Apartment building,Medical/Hospital,,0.94
Reporting heavy bleeding at the Office.,Medical/Hospital,,
"Kitchen fire, burn victim at High School",Fire Force,,0.58
Reporting animal bite at the Stadium.,Medical/Hospital,,
Emergency! something burning at the Central Bank.,Fire Force,,
Emergency! electrical sparks at the Bus Terminal.,Fire Force,,
Emergency! Help! brush fire at the Park!,Fire Force,,
Need police at my Home - suspicious person.,Police,,
Witnessed robbery at Summit.,Police,,
Emergency! Send fire truck to Piazza - explosion.,Fire Force,,
Please send paramedics to University campus: poisoning,Medical/Hospital,amharic,
Person with poisoning at Kebele 04,Medical/Hospital,,0.87
Checking in - how are you,Other,,
Send fire truck to construction site: gas leak,Fire Force,,0.94
Need police at Adama Market for car theft,Police,,0.71
Need ambulance at Mexico Square - unconscious,Medical/Hospital,amharic,
Emergency! Reporting flames spreading at Mexico Square.,Fire Force,,
Gargaarsa nan barbaada Bus Terminal,Police,afaan_oromo,
Person with unconscious at Adama General Hospital,Medical/Hospital,afaan_oromo,
Emergency! Reporting electrical sparks at the Park.,Fire Force,,
Emergency! Reporting broken leg at Gerji.,Medical/Hospital,,
Person with overdose at Kebele 02,Medical/Hospital,,0.94
Medical emergency at Adama Market: heavy bleeding.,Medical/Hospital,,
Emergency! Someone has breathing difficulty at my Home.,Medical/Hospital,,
Fire emergency at Fire Station - inferno,Fire Force,,0.86
Reporting vandalism at Mexico Square,Police,,0.95
Person with poisoning at construction site,Medical/Hospital,,0.72
Help! explosion at the University campus!,Fire Force,,
"Hello No emergency, just weather report",Other,,
Please send paramedics to construction site: poisoning,Medical/Hospital,amharic,
ፖሊስ ይደውሉልኝ በKebele 02,Medical/Hospital,amharic,
Emergency! There is harassment happening at Kebele 02.,Police,,
"Hi Hello, app feedback please",Other,,
Officer required at Atlas area: stabbing,Police,afaan_oromo,
Emergency! Send police immediately to Gerji - group with weapons in progress.,Police,,
እስትንፋስ እየተቸገርኩ ነው በan Apartment building,Medical/Hospital,amharic,
Send police to Kebele 04 - stabbing in progress,Police,,0.9
Hospitaala nan barbaada Bus Terminal,Police,afaan_oromo,
Reporting smoke coming from the roof at Mexico Square,Fire Force,afaan_oromo,
"Hi Hello, just checking thanks",Other,,
Reporting armed suspect at Summit,Police,amharic,
Emergency! Need police at Adama Market - car theft.,Police,,
Emergency! Please send paramedics to the Gas Station: person who fell.,Medical/Hospital,,
This is good morning,Other,,
Emergency! unconscious at the Office,Medical/Hospital,,0.57
Need police at Bus Terminal for riot,Police,afaan_oromo,
Send fire truck to High School: explosion,Fire Force,,0.89
Emergency! Please send police to my Home for violent fight.,Police,,
Fire emergency at Summit - chemical fire,Fire Force,,0.88
I see electrical sparks at the local Pharmacy.,Fire Force,,
"Emergency! Please send the fire force to the Hospital gate, there is brush fire.",Fire Force,,
Emergency! There is warehouse fire happening at Sarbet.,Fire Force,,
Officer required at Central Bank: vandalism,Police,,0.93
URGENT: gas leak reported at the Gas Station.,Fire Force,,
Domestic violence with injuries at Train Station,Police,,0.71
Emergency! Reporting fire on the balcony at an Apartment building.,Fire Force,,
Need ambulance at Summit - unconscious,Medical/Hospital,,0.69
Emergency! fainting at Fire Station,Medical/Hospital,amharic,
Help! chemical fire at the Main Road!,Fire Force,,
Emergency! There is a person with overdose at Mexico Square.,Medical/Hospital,,
Hello Just app feedback thanks,Other,,
Hey Quick question: hi there,Other,,
Emergency! animal bite at Piazza,Medical/Hospital,amharic,
Emergency! unconscious at CMC Condominium,Medical/Hospital,,0.61
Reporting transformer fire at Adama Market.,Fire Force,,
Need an ambulance at the Central Bank - unconscious person.,Medical/Hospital,,
እሳት ወጥቷል በthe Office,Medical/Hospital,amharic,
Need an ambulance at the Train Station - person not breathing.,Medical/Hospital,,
Need ambulance at an Apartment building - head injury,Medical/Hospital,afaan_oromo,
"Wrong number, thanks",Other,,
Person with heart attack at Central Bank,Medical/Hospital,,0.89
Gargaarsa nan barbaada Mexico Square,Medical/Hospital,afaan_oromo,
Emergency! Help! explosion at Bole Road!,Fire Force,,
Emergency! Reporting thief at the Stadium.,Police,,
Officer required at Atlas area: group with weapons.,Police,,
Emergency! I see burning smell at the main Factory.,Fire Force,,
Testing the app,Other,,
Police emergency! thief at Kebele 04.,Police,,
Emergency! Send police immediately to the Main Road - stabbing in progress.,Police,,
Emergency! Send fire truck to the Park - explosion.,Fire Force,,
"No emergency, just testing",Other,afaan_oromo,
Need ambulance at the Office - seizure,Medical/Hospital,afaan_oromo,
Emergency! Please send paramedics to a back alley: burn victim.,Medical/Hospital,,
Checking in - thank you please,Other,,
Need ambulance at University campus - woman in labor,Medical/Hospital,afaan_oromo,
Emergency! chemical fire at Sarbet,Fire Force,amharic,
Medical emergency at the local Pharmacy: several injured people.,Medical/Hospital,,
"Fire in apartment, someone trapped at Summit",Fire Force,,0.61
Reporting fire at Summit,Fire Force,amharic,
"Fire in apartment, someone trapped at Mexico Square",Fire Force,,0.62
Domestic violence with injuries at Adama General Hospital,Police,,0.58
Officer required at Mexico Square: shooting,Police,,0.86
"Emergency! Please send the fire force to the University campus, there is explosion.",Fire Force,,
"Hello, testing",Other,amharic,
Hello Checking in - testing the app,Other,,
Reporting assault at Bus Terminal,Police,amharic,
Fire emergency at Adama Police Station - thick smoke,Fire Force,afaan_oromo,
Hello This is hello please,Other,,
Need police at CMC Condominium for stolen goods,Police,,0.96
Emergency medical assistance needed at the Park for head injury.,Medical/Hospital,,
እስትንፋስ እየተቸገርኩ ነው በAdama Market,Fire Force,amharic,
Need police at Summit for vandalism,Police,,0.89
Emergency! Officer required at the main Factory: vandalism.,Police,,
Send fire truck to Piazza - burning smell.,Fire Force,,
"Hi general question, thanks please",Other,,
Emergency medical assistance needed at Summit for head injury.,Medical/Hospital,,
Medical emergency at High School: woman in labor,Medical/Hospital,amharic,
Emergency! Reporting brush fire at the Stadium.,Fire Force,,
Police emergency! harassment at Piazza,Police,afaan_oromo,
"Hey Hello, good morning",Other,,
"Hey No emergency, just hello world",Other,,
Send police to Bus Terminal - burglary in progress,Police,,0.96
Police emergency! riot at Bus Terminal,Police,amharic,
Please send paramedics to Mexico Square: stroke,Medical/Hospital,amharic,
Reporting riot at Summit,Police,,0.86
Emergency! Need police at an Apartment building - stolen goods.,Police,,
Need police at the Office for domestic dispute,Police,,0.95
Medical emergency! person who fell at the University campus.,Medical/Hospital,,
Emergency! Witnessed harassment at the Gas Station.,Police,,
Emergency! Help! massive blaze at the Office!,Fire Force,,
Send police to Atlas area - suspicious person in progress,Police,afaan_oromo,
Need police at Kebele 04 for violent fight,Police,,0.96
Medical emergency at the Hospital gate: poisoning.,Medical/Hospital,,
"Hi, just checking",Other,,
Emergency! There is domestic dispute happening at the Office.,Police,,
Emergency! Please send police to Summit for suspicious person.,Police,,
Need police at Adama General Hospital for vandalism,Police,afaan_oromo,
Person with burn victim at University campus,Medical/Hospital,,0.65
"Robbery, victim having heart attack at Train Station",Police,,0.63
Need ambulance at Gas Station - allergic reaction,Medical/Hospital,afaan_oromo,
Emergency! Please send paramedics to the Train Station: person who fell.,Medical/Hospital,,
Hello Quick question: how are you,Other,,
Need ambulance at High School - head injury,Medical/Hospital,amharic,
Hey Checking in - just checking please,Other,,
"Emergency! Please send the fire force to the Hospital gate, there is fire in the basement.",Fire Force,,
Emergency! Reporting smoke coming from the roof at Mexico Square.,Fire Force,,
Officer required at Central Bank: break-in,Police,amharic,
Need firefighters at Fire Station for kitchen fire,Fire Force,amharic,
Help! gas leak at the High School!,Fire Force,,
Person with collapsed at CMC Condominium,Medical/Hospital,,0.75
Need an ambulance at Mexico Square - woman in labor.,Medical/Hospital,,
እስትንፋስ እየተቸገርኩ ነው በMain Road,Medical/Hospital,amharic,
