text,label,language,confidence_score
"Officer needs backup, suspect resisting at a local house",Police,english,0.94
"Testing the app, please ignore",Other,english,0.92
Practice report for training purposes,Other,english,0.94
"Sample message, disregard",Other,english,0.89
Not sure but someone looks sick at the commercial district,Medical/Hospital,english,0.44
"I hear someone crying for help, maybe injured at Summit",Medical/Hospital,english,0.45
"Stroke symptoms, FAST positive, need hospital at Kebele 02",Medical/Hospital,english,0.99
Ijaarsi ibidda jala jira Buufata Otobisii,Fire Force,afaan_oromo,0.84
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በቀበሌ 02,Police,amharic,0.78
የህክምና ድንገተኛ ሁኔታ ተከስቷል በሲኤምሲ,Medical/Hospital,amharic,0.86
"Maybe a robbery, not certain at a family home",Police,english,0.43
"Could be a break-in, please investigate at Atlas area",Police,english,0.69
Not sure if it's a crime but looks wrong at Train Station,Police,english,0.47
"Simulation running, no action needed",Other,english,0.99
Gas main break with strong odor throughout area at CMC Condominium,Fire Force,english,0.93
"A stabbing occurred, victim is bleeding heavily at Gerji",Medical/Hospital,english,0.62
Dhibee fayyaa cimaa uumame Staadiyamii,Medical/Hospital,afaan_oromo,0.88
Structure fire with visible flames from multiple windows at Kebele 04,Fire Force,english,0.89
"Possible heart attack, but I'm not certain at Bole Road",Medical/Hospital,english,0.56
"Simulation running, no action needed",Other,english,0.87
Apartment building fire with residents trapped at Central Bank,Fire Force,english,0.96
"I think there's a medical issue, can you check? at the construction site",Medical/Hospital,english,0.54
Not sure if it's a crime but looks wrong at the local Pharmacy,Police,english,0.56
Not sure but someone looks sick at the construction site,Medical/Hospital,english,0.6
"Severe bleeding, send paramedics right away at the Main Factory",Medical/Hospital,english,0.91
"Carjacking occurring right now, suspect armed at the Office",Police,english,0.92
Ijaarsi ibidda jala jira Kebele 04,Fire Force,afaan_oromo,0.88
ጋዝ እየፈሰሰ ነው አደጋ ሊከሰት ይችላል በቀበሌ 02,Fire Force,amharic,0.76
Namni hame ta'e jira Buufata Baabura,Police,afaan_oromo,0.76
"Major incident with fire, injuries, and crime scene at Adama Market",Fire Force,english,0.55
"A stabbing occurred, victim is bleeding heavily at Adama Market",Medical/Hospital,english,0.62
ጋዝ እየፈሰሰ ነው አደጋ ሊከሰት ይችላል በፓርክ,Fire Force,amharic,0.7
Namni hame ta'e jira Daandii Guddaa,Police,afaan_oromo,0.76
Riot with fires set to buildings at Sarbet,Police,english,0.61
"Possible smoke, but I'm not certain at a local house",Fire Force,english,0.56
Something doesn't look right here at CMC Condominium,Police,english,0.62
Poolisii ariifachiisaa Adama Gandaa,Police,afaan_oromo,0.74
"Person shot, multiple injuries reported at my Home",Medical/Hospital,english,0.58
House fire with smoke inhalation victims at the University campus,Fire Force,english,0.64
Car crash with fire and suspected DUI at Kazanchis,Fire Force,english,0.58
Rimeen uumame poolisii barbaada Staadiyamii,Police,afaan_oromo,0.79
Not sure if it's a crime but looks wrong at Kebele 04,Police,english,0.58
Criminal barricaded in burning building at the University campus,Police,english,0.63
Not sure if it's a fire or something else at Adama Market,Fire Force,english,0.64
Namni hame ta'e jira Piazza,Police,afaan_oromo,0.75
Poolisii ariifachiisaa Staadiyamii,Police,afaan_oromo,0.72
Not sure if it's a fire or something else at an Apartment building,Fire Force,english,0.52
"I hear someone crying for help, maybe injured at Piazza",Medical/Hospital,english,0.44
"Unconscious person not breathing, cardiac arrest at the Office",Medical/Hospital,english,0.95
"Possible smoke, but I'm not certain at the local Pharmacy",Fire Force,english,0.57
Gas main break with strong odor throughout area at a private residence,Fire Force,english,0.93
ሐኪም በአስቸኳይ ይፈለጋል በስታዲየም,Medical/Hospital,amharic,0.85
ፖሊስ በአስቸኳይ ይላኩ በባቡር ጣቢያ,Police,amharic,0.73
"Severe bleeding, send paramedics right away at Kebele 02",Medical/Hospital,english,0.94
Ibiddi bubba'e jira Buufata Otobisii,Fire Force,afaan_oromo,0.76
Ibiddi bubba'e jira Daandii Guddaa,Fire Force,afaan_oromo,0.72
Practice report for training purposes,Other,english,0.99
"Kidnapping witnessed, suspect fleeing scene at Bus Terminal",Police,english,0.89
"Possible smoke, but I'm not certain at Summit",Fire Force,english,0.54
Not sure but someone looks sick at a residential building,Medical/Hospital,english,0.53
"Someone is acting strange, might need doctor at Central Bank",Medical/Hospital,english,0.56
"Child choking, immediate medical intervention needed at the Stadium",Medical/Hospital,english,0.97
Riot with fires set to buildings at Kebele 02,Police,english,0.61
Criminal barricaded in burning building at the Office,Police,english,0.63
"Building explosion, multiple casualties at the Main Factory",Fire Force,english,0.63
Something doesn't look right here at the city center,Police,english,0.46
"Stroke symptoms, FAST positive, need hospital at Sarbet",Medical/Hospital,english,0.87
Dhibee fayyaa cimaa uumame Buufata Otobisii,Medical/Hospital,afaan_oromo,0.73
"Person with allergic reaction, throat swelling, anaphylaxis at the downtown area",Medical/Hospital,english,0.95
Domestic violence incident with active assault at Piazza,Police,english,0.98
"I heard something, might be trouble at the city center",Police,english,0.51
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በባቡር ጣቢያ,Fire Force,amharic,0.84
"Violent attack, victim unconscious and bleeding at the city center",Medical/Hospital,english,0.6
"Could be a break-in, please investigate at Main Road",Police,english,0.68
"Shots fired, active shooter situation at Main Road",Police,english,0.87
Manni ibidda bubba'e Paarkii,Fire Force,afaan_oromo,0.81
"Chemical facility fire, hazardous materials involved at a local house",Fire Force,english,0.97
Criminal barricaded in burning building at Kebele 02,Police,english,0.63
Dhibee fayyaa cimaa uumame Bole Daandii,Medical/Hospital,afaan_oromo,0.84
Manni ibidda bubba'e Adama Gandaa,Fire Force,afaan_oromo,0.73
Ambulaansii ariifachiisaa Buufata Otobisii,Medical/Hospital,afaan_oromo,0.86
ህመምተኛ አለ ዶክተር ያስፈልጋል በባቡር ጣቢያ,Medical/Hospital,amharic,0.73
Domestic violence incident with active assault at a local house,Police,english,0.89
Domestic violence incident with active assault at Bole Road,Police,english,0.88
Riot with fires set to buildings at the shopping mall,Police,english,0.61
"I heard something, might be trouble at a local house",Police,english,0.67
Domestic violence incident with active assault at Kebele 02,Police,english,0.89
"Person shot, multiple injuries reported at Summit",Medical/Hospital,english,0.58
Aarii baay'ee jira Buufata Baabura,Fire Force,afaan_oromo,0.83
"Active seizure, patient needs emergency medical care at Train Station",Medical/Hospital,english,0.89
Gas main break with strong odor throughout area at a private residence,Fire Force,english,0.89
"Active robbery in progress, armed suspect on premises at a local house",Police,english,0.98
"I smell something like smoke, not sure at Gerji",Fire Force,english,0.45
Not sure but better check this area at Piazza,Police,english,0.68
"Sample message, disregard",Other,english,0.96
Hospitaala nan barbaada Buufata Otobisii,Medical/Hospital,afaan_oromo,0.82
Aarii baay'ee jira Paarkii,Fire Force,afaan_oromo,0.74
Gargaarsa fayyaa barbaada Piazza,Medical/Hospital,afaan_oromo,0.81
"Possible heart attack, but I'm not certain at Kebele 02",Medical/Hospital,english,0.53
ፖሊስ በአስቸኳይ ይላኩ በፒያሳ,Police,amharic,0.78
"I heard a pop, might be electrical at the business district",Fire Force,english,0.49
I think I see something suspicious at Sarbet,Police,english,0.65
"Officer needs backup, suspect resisting at Central Bank",Police,english,0.88
"I hear someone crying for help, maybe injured at Kazanchis",Medical/Hospital,english,0.67
"Shots fired, active shooter situation at the Gas Station",Police,english,0.93
Criminal barricaded in burning building at Atlas area,Police,english,0.63
"Stroke symptoms, FAST positive, need hospital at Kebele 04",Medical/Hospital,english,0.97
Ibiddi bubba'e jira Baankii Qabxii,Fire Force,afaan_oromo,0.82
ሐኪም በአስቸኳይ ይፈለጋል በቀበሌ 04,Medical/Hospital,amharic,0.87
House fire with smoke inhalation victims at my Home,Fire Force,english,0.64
Arson suspect caught on fire at CMC Condominium,Police,english,0.57
Riot with fires set to buildings at a family home,Police,english,0.61
"Industrial fire with toxic smoke, evacuate area at a family home",Fire Force,english,0.89
Dhibee fayyaa cimaa uumame Piazza,Medical/Hospital,afaan_oromo,0.82
"I think there's a medical issue, can you check? at the Hospital gate",Medical/Hospital,english,0.45
"Active robbery in progress, armed suspect on premises at Main Road",Police,english,0.9
House fire with smoke inhalation victims at Central Bank,Fire Force,english,0.64
"Possible smoke, but I'm not certain at the Park",Fire Force,english,0.56
ፖሊስ በአስቸኳይ ይላኩ በቀበሌ 04,Police,amharic,0.83
"Major trauma with heavy bleeding, emergency transport required at a family home",Medical/Hospital,english,0.91
"Could be a break-in, please investigate at Kazanchis",Police,english,0.56
"Fight with weapons, people are injured at the marketplace",Medical/Hospital,english,0.59
"Active seizure, patient needs emergency medical care at Train Station",Medical/Hospital,english,0.87
ፖሊስ በአስቸኳይ ይላኩ በአውቶቡስ ቴርሚናል,Police,amharic,0.76
Riot with fires set to buildings at Kebele 02,Police,english,0.61
Not sure but better check this area at the construction site,Police,english,0.65
"Violent attack, victim unconscious and bleeding at Bole Road",Medical/Hospital,english,0.6
Not sure but someone looks sick at the Main Factory,Medical/Hospital,english,0.56
"I think I see smoke, please verify at Piazza",Fire Force,english,0.44
"I hear someone crying for help, maybe injured at the University campus",Medical/Hospital,english,0.57
"Burglary in progress, suspect inside building at Kazanchis",Police,english,0.97
"Maybe a robbery, not certain at the city center",Police,english,0.44
Not sure if it's a crime but looks wrong at my Home,Police,english,0.66
"Someone is acting strange, might need doctor at CMC Condominium",Medical/Hospital,english,0.64
"Riot with multiple offenders, public safety risk at the Office",Police,english,0.99
"Major trauma with heavy bleeding, emergency transport required at Kebele 02",Medical/Hospital,english,0.91
"Person with allergic reaction, throat swelling, anaphylaxis at a family home",Medical/Hospital,english,0.92
የድንገተኛ ህክምና ያስፈልጋል በአውቶቡስ ቴርሚናል,Medical/Hospital,amharic,0.78
"Kidnapping witnessed, suspect fleeing scene at a family home",Police,english,0.97
Practice report for training purposes,Other,english,0.91
Waan hatamuun uumame Adama Gandaa,Police,afaan_oromo,0.77
"Maybe a robbery, not certain at the Stadium",Police,english,0.46
"Possible heart attack, but I'm not certain at Bole Road",Medical/Hospital,english,0.55
Gargaarsa fayyaa barbaada Adama Gandaa,Medical/Hospital,afaan_oromo,0.81
Not sure but someone looks sick at the business district,Medical/Hospital,english,0.66
Rimeen uumame poolisii barbaada Kebele 02,Police,afaan_oromo,0.81
Not sure but better check this area at the Main Factory,Police,english,0.45
"I heard something, might be trouble at Central Bank",Police,english,0.67
"Something burning maybe, please check at a residential building",Fire Force,english,0.43
"Fight with weapons, people are injured at Kebele 04",Medical/Hospital,english,0.59
"Active seizure, patient needs emergency medical care at a family home",Medical/Hospital,english,0.88
Not sure but better check this area at the Stadium,Police,english,0.62
"Shots fired, active shooter situation at the University campus",Police,english,0.96
"Someone might need medical attention, not sure at the business district",Medical/Hospital,english,0.5
"Someone might need medical attention, not sure at a residential building",Medical/Hospital,english,0.49
"Gas leak, people are unconscious at CMC Condominium",Fire Force,english,0.66
House fire with smoke inhalation victims at the commercial district,Fire Force,english,0.64
Terrorist attack causing fire and casualties at the commercial district,Police,english,0.52
"Maybe someone fainted, please verify at the city center",Medical/Hospital,english,0.45
Something doesn't look right here at the marketplace,Police,english,0.43
"Possible smoke, but I'm not certain at the marketplace",Fire Force,english,0.55
ሐኪም በአስቸኳይ ይፈለጋል በባቡር ጣቢያ,Medical/Hospital,amharic,0.75
"Could be a break-in, please investigate at Kazanchis",Police,english,0.46
"Stroke symptoms, FAST positive, need hospital at the Main Factory",Medical/Hospital,english,0.92
Waan bala'aan uumame Paarkii,Police,afaan_oromo,0.73
"Active robbery in progress, armed suspect on premises at the commercial district",Police,english,0.95
"Person with allergic reaction, throat swelling, anaphylaxis at the Office",Medical/Hospital,english,0.93
Waan bala'aan uumame Kebele 04,Police,afaan_oromo,0.83
"Unconscious person not breathing, cardiac arrest at the marketplace",Medical/Hospital,english,0.95
"Riot with multiple offenders, public safety risk at the construction site",Police,english,0.98
Just checking if the system works,Other,english,0.96
እሳት ተነስቷል የእሳት አደጋ መከላከያ ይላኩ በቀበሌ 02,Fire Force,amharic,0.72
Yeroo madaa namni dhukkubsate jira Kebele 04,Medical/Hospital,afaan_oromo,0.77
"No emergency, just a test message",Other,english,0.9
"Someone might need medical attention, not sure at the Hospital gate",Medical/Hospital,english,0.48
ሐኪም በአስቸኳይ ይፈለጋል በማዕከላዊ ባንክ,Medical/Hospital,amharic,0.72
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በቦሌ መንገድ,Police,amharic,0.7
"Burglary in progress, suspect inside building at Summit",Police,english,0.95
"I hear someone crying for help, maybe injured at the marketplace",Medical/Hospital,english,0.63
እሳት ተነስቷል የእሳት አደጋ መከላከያ ይላኩ በቀበሌ 04,Fire Force,amharic,0.82
"Simulation running, no action needed",Other,english,0.97
"Violent attack, victim unconscious and bleeding at Central Bank",Medical/Hospital,english,0.6
"Major trauma with heavy bleeding, emergency transport required at the Gas Station",Medical/Hospital,english,0.87
Manni ibidda bubba'e Adama Gandaa,Fire Force,afaan_oromo,0.84
የእሳት አደጋ ተከስቷል ፈጣን ምላሽ ያስፈልጋል በቀበሌ 02,Fire Force,amharic,0.7
Not sure if it's a crime but looks wrong at Gerji,Police,english,0.51
"Violent attack, victim unconscious and bleeding at the Office",Medical/Hospital,english,0.6
Not sure but better check this area at the shopping mall,Police,english,0.47
የህዝብ ጸጥታ ችግር አለ በአውቶቡስ ቴርሚናል,Police,amharic,0.77
"Burglary in progress, suspect inside building at the shopping mall",Police,english,0.96
"Active robbery in progress, armed suspect on premises at the business district",Police,english,0.88
"Unconscious person not breathing, cardiac arrest at an Apartment building",Medical/Hospital,english,0.88
Protestors burning vehicles at CMC Condominium,Police,english,0.6
Terrorist attack causing fire and casualties at Mexico Square,Police,english,0.52
Just checking if the system works,Other,english,0.95
"Officer needs backup, suspect resisting at Kebele 04",Police,english,0.97
Demonstration mode active,Other,english,0.9
"Shots fired, active shooter situation at Summit",Police,english,0.87
"Apartment fire, people trapped inside at the marketplace",Fire Force,english,0.65
Manni ibidda bubba'e Piazza,Fire Force,afaan_oromo,0.75
Practice report for training purposes,Other,english,0.87
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በቀበሌ 04,Fire Force,amharic,0.77
"Industrial fire with toxic smoke, evacuate area at a residential building",Fire Force,english,0.95
Car crash with fire and suspected DUI at Atlas area,Fire Force,english,0.58
"Simulation running, no action needed",Other,english,0.94
"Severe bleeding, send paramedics right away at the shopping mall",Medical/Hospital,english,0.87
"I heard something, might be trouble at the Hospital gate",Police,english,0.44
"Maybe there's a fire, can you check? at the Main Factory",Fire Force,english,0.45
House fire with smoke inhalation victims at the Office,Fire Force,english,0.64
Gargaarsa fayyaa barbaada Buufata Otobisii,Medical/Hospital,afaan_oromo,0.81
Hospitaala nan barbaada Buufata Baabura,Medical/Hospital,afaan_oromo,0.87
Manni ibidda bubba'e Bole Daandii,Fire Force,afaan_oromo,0.79
"Major incident with fire, injuries, and crime scene at a residential building",Fire Force,english,0.55
Hospitaala nan barbaada Piazza,Medical/Hospital,afaan_oromo,0.73
Protestors burning vehicles at Sarbet,Police,english,0.6
"Active robbery in progress, armed suspect on premises at the Gas Station",Police,english,0.98
Something doesn't look right here at Summit,Police,english,0.66
Domestic violence incident with active assault at the Hospital gate,Police,english,0.94
ጋዝ እየፈሰሰ ነው አደጋ ሊከሰት ይችላል በአውቶቡስ ቴርሚናል,Fire Force,amharic,0.8
"Active robbery in progress, armed suspect on premises at Piazza",Police,english,0.89
"Person having heart attack, need ambulance immediately at the city center",Medical/Hospital,english,0.92
"I heard a pop, might be electrical at Piazza",Fire Force,english,0.44
"Someone is acting strange, might need doctor at the construction site",Medical/Hospital,english,0.59
Dhibee fayyaa cimaa uumame Kebele 02,Medical/Hospital,afaan_oromo,0.73
ጋዝ እየፈሰሰ ነው አደጋ ሊከሰት ይችላል በሲኤምሲ,Fire Force,amharic,0.75
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በቀበሌ 04,Police,amharic,0.82
አምቡላንስ በፍጥነት ይላኩ በሲኤምሲ,Medical/Hospital,amharic,0.85
"Kidnapping witnessed, suspect fleeing scene at a family home",Police,english,0.94
Aarii baay'ee jira Adama Gandaa,Fire Force,afaan_oromo,0.74
"Possible heart attack, but I'm not certain at CMC Condominium",Medical/Hospital,english,0.64
Arson suspect caught on fire at the marketplace,Police,english,0.57
"Simulation running, no action needed",Other,english,0.92
I think I see something suspicious at the commercial district,Police,english,0.48
Ibiddi bubba'e jira Adama Gandaa,Fire Force,afaan_oromo,0.75
Not sure but someone looks sick at Main Road,Medical/Hospital,english,0.45
ፖሊስ በአስቸኳይ ይላኩ በባቡር ጣቢያ,Police,amharic,0.83
"Maybe there's a fire, can you check? at the Main Factory",Fire Force,english,0.51
"I think there's a medical issue, can you check? at the marketplace",Medical/Hospital,english,0.55
Gaasiin yaa'a jira Adama Gandaa,Fire Force,afaan_oromo,0.81
"Possible smoke, but I'm not certain at Train Station",Fire Force,english,0.54
Terrorist attack causing fire and casualties at Bus Terminal,Police,english,0.52
"Person having heart attack, need ambulance immediately at Bole Road",Medical/Hospital,english,0.9
Demonstration mode active,Other,english,0.9
Terrorist attack causing fire and casualties at Summit,Police,english,0.52
"Person with allergic reaction, throat swelling, anaphylaxis at an Apartment building",Medical/Hospital,english,0.95
Not sure but better check this area at the Hospital gate,Police,english,0.57
"I heard a pop, might be electrical at Summit",Fire Force,english,0.52
"Active seizure, patient needs emergency medical care at Adama Market",Medical/Hospital,english,0.88
"Chemical facility fire, hazardous materials involved at the Gas Station",Fire Force,english,0.88
"Maybe someone fainted, please verify at the shopping mall",Medical/Hospital,english,0.62
"I think I see smoke, please verify at the local Pharmacy",Fire Force,english,0.66
"Major trauma with heavy bleeding, emergency transport required at a residential building",Medical/Hospital,english,0.91
"Carjacking occurring right now, suspect armed at Bole Road",Police,english,0.96
Gargaarsa fayyaa barbaada Staadiyamii,Medical/Hospital,afaan_oromo,0.79
Protestors burning vehicles at the commercial district,Police,english,0.6
"Someone might need medical attention, not sure at a family home",Medical/Hospital,english,0.66
አምቡላንስ በፍጥነት ይላኩ በማዕከላዊ ባንክ,Medical/Hospital,amharic,0.85
"Someone is acting strange, might need doctor at Kazanchis",Medical/Hospital,english,0.5
Rimeen uumame poolisii barbaada Bole Daandii,Police,afaan_oromo,0.87
Demonstration mode active,Other,english,0.9
"Simulation running, no action needed",Other,english,0.96
Gargaarsa fayyaa barbaada Piazza,Medical/Hospital,afaan_oromo,0.73
የወንጀል ክስተት ተከስቷል በፓርክ,Police,amharic,0.8
"Possible smoke, but I'm not certain at Gerji",Fire Force,english,0.66
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በስታዲየም,Police,amharic,0.81
Structure fire with visible flames from multiple windows at a family home,Fire Force,english,0.96
"Sample message, disregard",Other,english,0.94
"Major trauma with heavy bleeding, emergency transport required at the marketplace",Medical/Hospital,english,0.97
Aarii baay'ee jira Kebele 04,Fire Force,afaan_oromo,0.76
Gaasiin yaa'a jira Buufata Baabura,Fire Force,afaan_oromo,0.73
Namni hame ta'e jira Kebele 02,Police,afaan_oromo,0.75
Apartment building fire with residents trapped at Train Station,Fire Force,english,0.95
Just checking if the system works,Other,english,0.95
Forest fire spreading rapidly toward homes at Train Station,Fire Force,english,0.98
"Testing the app, please ignore",Other,english,0.88
Not sure but someone looks sick at Bole Road,Medical/Hospital,english,0.6
"Maybe a robbery, not certain at Main Road",Police,english,0.44
Demonstration mode active,Other,english,0.92
"I hear someone crying for help, maybe injured at the marketplace",Medical/Hospital,english,0.51
"Possible heart attack, but I'm not certain at Gerji",Medical/Hospital,english,0.56
"Unconscious person not breathing, cardiac arrest at a family home",Medical/Hospital,english,0.98
House fire with smoke inhalation victims at Gerji,Fire Force,english,0.64
Not sure but better check this area at Atlas area,Police,english,0.53
"Chemical facility fire, hazardous materials involved at the downtown area",Fire Force,english,0.95
"Carjacking occurring right now, suspect armed at the shopping mall",Police,english,0.91
"A stabbing occurred, victim is bleeding heavily at the Stadium",Medical/Hospital,english,0.62
Not sure but someone looks sick at Kebele 04,Medical/Hospital,english,0.69
Practice report for training purposes,Other,english,0.96
"Kidnapping witnessed, suspect fleeing scene at the marketplace",Police,english,0.93
Gas main break with strong odor throughout area at the shopping mall,Fire Force,english,0.87
ህመምተኛ አለ ዶክተር ያስፈልጋል በአዳማ ገበያ,Medical/Hospital,amharic,0.87
ፖሊስ በአስቸኳይ ይላኩ በአውቶቡስ ቴርሚናል,Police,amharic,0.77
Practice report for training purposes,Other,english,0.9
"I heard a pop, might be electrical at Summit",Fire Force,english,0.67
"Possible smoke, but I'm not certain at an Apartment building",Fire Force,english,0.59
የህክምና ድንገተኛ ሁኔታ ተከስቷል በሲኤምሲ,Medical/Hospital,amharic,0.85
"Possible smoke, but I'm not certain at a family home",Fire Force,english,0.65
"Simulation running, no action needed",Other,english,0.9
"Burglary in progress, suspect inside building at a residential building",Police,english,0.93
Demonstration mode active,Other,english,0.99
"Unconscious person not breathing, cardiac arrest at a family home",Medical/Hospital,english,0.94
Waan hatamuun uumame Buufata Baabura,Police,afaan_oromo,0.79
Structure fire with visible flames from multiple windows at Sarbet,Fire Force,english,0.93
Something doesn't look right here at the Stadium,Police,english,0.49
የወንጀል ክስተት ተከስቷል በአዳማ ገበያ,Police,amharic,0.87
ጋዝ እየፈሰሰ ነው አደጋ ሊከሰት ይችላል በቦሌ መንገድ,Fire Force,amharic,0.85
Gas main break with strong odor throughout area at a private residence,Fire Force,english,0.88
"Building explosion, multiple casualties at Piazza",Fire Force,english,0.63
Rimeen uumame poolisii barbaada Daandii Guddaa,Police,afaan_oromo,0.76
"Stroke symptoms, FAST positive, need hospital at the University campus",Medical/Hospital,english,0.95
Forest fire spreading rapidly toward homes at the downtown area,Fire Force,english,0.93
"Violent attack, victim unconscious and bleeding at an Apartment building",Medical/Hospital,english,0.6
Practice report for training purposes,Other,english,0.95
"Fight with weapons, people are injured at Main Road",Medical/Hospital,english,0.59
"Person with allergic reaction, throat swelling, anaphylaxis at Piazza",Medical/Hospital,english,0.98
Yeroo madaa namni dhukkubsate jira Baankii Qabxii,Medical/Hospital,afaan_oromo,0.82
"I think I see smoke, please verify at the Park",Fire Force,english,0.6
"Unconscious person not breathing, cardiac arrest at a residential building",Medical/Hospital,english,0.98
የእሳት አደጋ ተከስቷል ፈጣን ምላሽ ያስፈልጋል በቀበሌ 02,Fire Force,amharic,0.87
ሐኪም በአስቸኳይ ይፈለጋል በቀበሌ 04,Medical/Hospital,amharic,0.76
ቤት ውስጥ እሳት ተነስቷል በቦሌ መንገድ,Fire Force,amharic,0.81
"No emergency, just a test message",Other,english,0.9
Rimeen uumame poolisii barbaada Buufata Otobisii,Police,afaan_oromo,0.77
እሳት ተነስቷል የእሳት አደጋ መከላከያ ይላኩ በማዕከላዊ ባንክ,Fire Force,amharic,0.82
"Someone might need medical attention, not sure at the local Pharmacy",Medical/Hospital,english,0.46
"Industrial fire with toxic smoke, evacuate area at the Main Factory",Fire Force,english,0.94
Not sure if it's a fire or something else at Atlas area,Fire Force,english,0.46
"Something burning maybe, please check at the city center",Fire Force,english,0.61
"Active robbery in progress, armed suspect on premises at Central Bank",Police,english,0.87
"Person having heart attack, need ambulance immediately at Bus Terminal",Medical/Hospital,english,0.98
Multi-vehicle accident with fire on highway at the local Pharmacy,Fire Force,english,0.96
Practice report for training purposes,Other,english,0.99
"Maybe someone fainted, please verify at CMC Condominium",Medical/Hospital,english,0.59
Waan bala'aan uumame Buufata Otobisii,Police,afaan_oromo,0.76
Ambulaansii ariifachiisaa Adama Gandaa,Medical/Hospital,afaan_oromo,0.76
"Maybe there's a fire, can you check? at my Home",Fire Force,english,0.65
Rimeen uumame poolisii barbaada Buufata Baabura,Police,afaan_oromo,0.82
"Maybe someone fainted, please verify at the Hospital gate",Medical/Hospital,english,0.51
"Child choking, immediate medical intervention needed at Sarbet",Medical/Hospital,english,0.94
Namni hame ta'e jira Adama Gandaa,Police,afaan_oromo,0.82
"Chemical facility fire, hazardous materials involved at a residential building",Fire Force,english,0.88
"Burglary in progress, suspect inside building at a family home",Police,english,0.96
Gaasiin yaa'a jira Buufata Otobisii,Fire Force,afaan_oromo,0.79
Waan bala'aan uumame Bole Daandii,Police,afaan_oromo,0.73
Riot with fires set to buildings at Bus Terminal,Police,english,0.61
"Something burning maybe, please check at the downtown area",Fire Force,english,0.46
"Simulation running, no action needed",Other,english,0.98
"Industrial fire with toxic smoke, evacuate area at Kazanchis",Fire Force,english,0.91
የወንጀል ክስተት ተከስቷል በአዳማ ገበያ,Police,amharic,0.75
ሐኪም በአስቸኳይ ይፈለጋል በባቡር ጣቢያ,Medical/Hospital,amharic,0.78
Dhibee fayyaa cimaa uumame Daandii Guddaa,Medical/Hospital,afaan_oromo,0.74
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በቀበሌ 02,Fire Force,amharic,0.86
"A stabbing occurred, victim is bleeding heavily at a family home",Medical/Hospital,english,0.62
"I think there's a medical issue, can you check? at the Main Factory",Medical/Hospital,english,0.63
"Stroke symptoms, FAST positive, need hospital at the commercial district",Medical/Hospital,english,0.89
"Possible heart attack, but I'm not certain at the city center",Medical/Hospital,english,0.49
Aarii baay'ee jira Kebele 02,Fire Force,afaan_oromo,0.76
"Industrial fire with toxic smoke, evacuate area at Gerji",Fire Force,english,0.87
Gargaarsa fayyaa barbaada Staadiyamii,Medical/Hospital,afaan_oromo,0.72
"Maybe a robbery, not certain at Gerji",Police,english,0.48
"I think there's a medical issue, can you check? at Piazza",Medical/Hospital,english,0.47
"Violent attack, victim unconscious and bleeding at Main Road",Medical/Hospital,english,0.6
Ibiddi bubba'e jira Staadiyamii,Fire Force,afaan_oromo,0.87
Arson suspect caught on fire at Kebele 02,Police,english,0.57
Ijaarsi ibidda jala jira Piazza,Fire Force,afaan_oromo,0.74
"Maybe there's a fire, can you check? at Atlas area",Fire Force,english,0.64
Aarii baay'ee jira Bole Daandii,Fire Force,afaan_oromo,0.75
"Fight with weapons, people are injured at the Main Factory",Medical/Hospital,english,0.59
Demonstration mode active,Other,english,0.94
"Fight with weapons, people are injured at Adama Market",Medical/Hospital,english,0.59
"Someone might need medical attention, not sure at Gerji",Medical/Hospital,english,0.49
Gargaarsa fayyaa barbaada Piazza,Medical/Hospital,afaan_oromo,0.8
Not sure if it's a crime but looks wrong at Adama Market,Police,english,0.45
ዘራፊ ገብቷል ፖሊስ ያስፈልጋል በፒያሳ,Police,amharic,0.87
የህዝብ ጸጥታ ችግር አለ በዋና መንገድ,Police,amharic,0.85
Waan bala'aan uumame Daandii Guddaa,Police,afaan_oromo,0.72
Practice report for training purposes,Other,english,0.95
Ambulaansii ariifachiisaa Staadiyamii,Medical/Hospital,afaan_oromo,0.83
Demonstration mode active,Other,english,0.98
"Stroke symptoms, FAST positive, need hospital at the Main Factory",Medical/Hospital,english,0.88
"Major incident with fire, injuries, and crime scene at the Stadium",Fire Force,english,0.55
Terrorist attack causing fire and casualties at my Home,Police,english,0.52
"A stabbing occurred, victim is bleeding heavily at Sarbet",Medical/Hospital,english,0.62
Just checking if the system works,Other,english,0.87
"Shots fired, active shooter situation at the shopping mall",Police,english,0.92
"Fight with weapons, people are injured at CMC Condominium",Medical/Hospital,english,0.59
የእሳት አደጋ ተከስቷል ፈጣን ምላሽ ያስፈልጋል በዋና መንገድ,Fire Force,amharic,0.85
Rimeen uumame poolisii barbaada Kebele 04,Police,afaan_oromo,0.83
Apartment building fire with residents trapped at the city center,Fire Force,english,0.95
"Possible heart attack, but I'm not certain at Sarbet",Medical/Hospital,english,0.5
Yeroo madaa namni dhukkubsate jira Piazza,Medical/Hospital,afaan_oromo,0.78
"Fight with weapons, people are injured at Central Bank",Medical/Hospital,english,0.59
