text,label
Crime alert: pickpocketing at the Main Factory,Police
"vehicle fire at a family home, immediate fire response required",Fire Force
Help! roof fire at the Bridge,Fire Force
Fire emergency: explosion at the Fire Station,Fire Force
Police needed immediately for identity theft at the Restaurant,Police
Emergency: warehouse fire occurring at the Church,Fire Force
"Witnessed robbery at a dormitory, send police",Police
"URGENT: collapsed person at a local house, send paramedics",Medical/Hospital
Fire response required for industrial fire at Sarbet,Fire Force
Fire alarm: forest fire at a dormitory,Fire Force
Help! broken leg occurring at the Gas Station,Medical/Hospital
"Critical: choking incident at the School, need doctor",Medical/Hospital
Hazardous situation: forest fire at the Stadium,Fire Force
"Critical: eye injury at Central Bank, need doctor",Medical/Hospital
Emergency medical assistance needed for fainting spell at the Park,Medical/Hospital
"Report of carbon monoxide alarm at the Gas Station, fire trucks needed",Fire Force
Call police: shooting happening at the Roundabout right now,Police
Emergency! choking incident at Adama Market,Medical/Hospital
"Report of burn injury at the Gas Station, medical team required",Medical/Hospital
Police needed immediately for suspicious person at Bole Road,Police
Emergency! fainting spell at my Home,Medical/Hospital
Security incident: shooting at Kebele 04,Police
Law enforcement required for car theft at Sarbet,Police
"Report of fainting spell at a family home, medical team required",Medical/Hospital
Police assistance required for stabbing at Gerji,Police
"Report of assault at my Home, police dispatched",Police
Need doctor for respiratory distress at a family home immediately,Medical/Hospital
Emergency: fuel spill occurring at the Main Factory,Fire Force
Someone is having head injury at Kebele 02,Medical/Hospital
Structure fire: chemical fire at Adama Market,Fire Force
Security incident: stolen vehicle at the Bridge,Police
"Report of fuel spill at Summit, fire trucks needed",Fire Force
"Report of mugging at the Police Station, police dispatched",Police
Hazardous situation: house fire at a local house,Fire Force
"back injury reported at the Bridge, send medical help",Medical/Hospital
Call police: stolen vehicle happening at Atlas area right now,Police
"Critical: seizure at a compound, need doctor",Medical/Hospital
Help! overdose occurring at Bole Road,Medical/Hospital
Help! panic attack occurring at a compound,Medical/Hospital
"URGENT: chemical fire reported at the Hotel, send fire department",Fire Force
Emergency: mugging occurring at a residential building,Police
"Witnessed harassment at Bole Road, send police",Police
"URGENT: roof fire reported at the Hospital gate, send fire department",Fire Force
Emergency: car theft occurring at Central Bank,Police
Help! heat stroke occurring at the Hospital gate,Medical/Hospital
Call police: kidnapping happening at Piazza right now,Police
"fraud in progress at the Hospital gate, police needed",Police
Help! fuel spill at Main Road,Fire Force
Ambulance needed immediately for eye injury at my Home,Medical/Hospital
Call police: shooting happening at Kebele 06 right now,Police
"Critical: burn injury at the Roundabout, need doctor",Medical/Hospital
"URGENT: smoke investigation reported at the Park, send fire department",Fire Force
"URGENT: explosion reported at the Office, send fire department",Fire Force
Emergency: break-in occurring at Sarbet,Police
"Report of harassment at a shared house, police dispatched",Police
Need doctor for burn victim at Kazanchis immediately,Medical/Hospital
"URGENT: carjacking reported at Piazza, send officers",Police
"Report of broken leg at Mexico Square, medical team required",Medical/Hospital
"URGENT: seizure at the Restaurant, send paramedics",Medical/Hospital
"Report of hit and run at Adama Market, police dispatched",Police
"URGENT: riot reported at Kebele 04, send officers",Police
Structure fire: kitchen fire at the Main Factory,Fire Force
"URGENT: house fire reported at the Restaurant, send fire department",Fire Force
Flames visible: carbon monoxide alarm at Summit,Fire Force
Police assistance required for shooting at a shared house,Police
Help! structure fire at Central Bank,Fire Force
"Witnessed stabbing at CMC Condominium, send police",Police
Police needed immediately for fraud at the Roundabout,Police
Help! harassment at Bole Road,Police
Structure fire: kitchen fire at Kebele 08,Fire Force
"Patient with stroke at the Mosque, requires hospital transport",Medical/Hospital
"Critical: vehicle fire at the Stadium, multiple units needed",Fire Force
"URGENT: break-in reported at the Hotel, send officers",Police
"Active armed robbery at Gerji, need backup",Police
"Critical: forest fire at Mexico Square, multiple units needed",Fire Force
"Patient with drowning incident at Piazza, requires hospital transport",Medical/Hospital
Help! confined space rescue at Sarbet,Fire Force
Structure fire: structure fire at Kebele 04,Fire Force
Emergency: house fire occurring at the Restaurant,Fire Force
Security incident: break-in at Bole Road,Police
Hazardous situation: forest fire at a family home,Fire Force
"unconscious person reported at the Police Station, send medical help",Medical/Hospital
"Critical: attic fire at Kebele 04, multiple units needed",Fire Force
"URGENT: allergic reaction at Bole Road, send paramedics",Medical/Hospital
Medical crisis: broken leg at my Home,Medical/Hospital
"car theft in progress at Bus Terminal, police needed",Police
"Report of stroke at the Park, medical team required",Medical/Hospital
Someone is having drowning incident at a private residence,Medical/Hospital
Emergency response needed for chimney fire at the Gas Station,Fire Force
Police needed immediately for fraud at Central Bank,Police
"URGENT: animal bite at the construction site, send paramedics",Medical/Hospital
Hazardous situation: carbon monoxide alarm at the Roundabout,Fire Force
Fire emergency: roof fire at my Home,Fire Force
Crime alert: trespassing at the University campus,Police
Flames visible: chimney fire at a dormitory,Fire Force
Security incident: fraud at the University campus,Police
Emergency medical assistance needed for unconscious person at an Apartment building,Medical/Hospital
"URGENT: animal bite at Central Bank, send paramedics",Medical/Hospital
Emergency! woman in labor at a family home,Medical/Hospital
"URGENT: hit and run reported at the Main Factory, send officers",Police
Medical crisis: severe headache at Adama Market,Medical/Hospital
Medical crisis: severe bleeding at Kazanchis,Medical/Hospital
"Witnessed break-in at Kebele 08, send police",Police
Police emergency: trespassing at Sarbet,Police
Just practice report,Other
Help! transformer fire at the University campus,Fire Force
Police needed immediately for drug dealing at the Restaurant,Police
Person suffering from hypothermia at the Police Station,Medical/Hospital
Smoke reported: smoke investigation at a villa,Fire Force
Emergency: fight occurring at the Hospital gate,Police
Need doctor for panic attack at the Stadium immediately,Medical/Hospital
Hazardous situation: basement fire at the University campus,Fire Force
Structure fire: house fire at Sarbet,Fire Force
Structure fire: structure fire at Kebele 08,Fire Force
Police emergency: carjacking at Adama Market,Police
"Active riot at the Hotel, need backup",Police
Emergency response needed for fuel spill at the Hotel,Fire Force
"shooting in progress at the Police Station, police needed",Police
Help! poisoning occurring at the Roundabout,Medical/Hospital
Emergency medical assistance needed for severe headache at the shopping mall,Medical/Hospital
Police assistance required for shooting at the local Pharmacy,Police
Ambulance needed immediately for panic attack at Kebele 06,Medical/Hospital
"URGENT: hazmat incident reported at Kebele 06, send fire department",Fire Force
Person suffering from panic attack at the Stadium,Medical/Hospital
Crime alert: assault at the Gas Station,Police
Fire response required for forest fire at the University campus,Fire Force
"Report of electrical fire at Kebele 04, fire trucks needed",Fire Force
Security incident: domestic dispute at Kebele 06,Police
Fire emergency: brush fire at the Stadium,Fire Force
Fire alarm: rubbish fire at Kebele 04,Fire Force
Someone is having asthma attack at a villa,Medical/Hospital
"Active home invasion at the Fire Station, need backup",Police
"burglary in progress at the School, police needed",Police
Person suffering from burn victim at Kebele 02,Medical/Hospital
Police assistance required for home invasion at Central Bank,Police
"rubbish fire at Kebele 02, immediate fire response required",Fire Force
"Report of brush fire at Sarbet, fire trucks needed",Fire Force
Fire emergency: warehouse fire at my Home,Fire Force
Police emergency: theft at Atlas area,Police
"domestic dispute at the University campus, immediate police response needed",Police
"Witnessed identity theft at the University campus, send police",Police
"Person experiencing animal bite at CMC Condominium, need ambulance",Medical/Hospital
Medical emergency: woman in labor reported at the Main Factory,Medical/Hospital
Help! roof fire at the School,Fire Force
"Report of severe bleeding at the Bridge, medical team required",Medical/Hospital
Fire response required for gas leak at the University campus,Fire Force
"Witnessed suspicious person at the Park, send police",Police
Crime alert: suspicious person at CMC Condominium,Police
Medical emergency: unconscious person reported at a villa,Medical/Hospital
"hypothermia reported at Adama Market, send medical help",Medical/Hospital
Person suffering from head injury at Summit,Medical/Hospital
Help! home invasion at Kazanchis,Police
"pickpocketing at the Bridge, immediate police response needed",Police
Law enforcement required for car theft at Main Road,Police
Structure fire: vehicle fire at a local house,Fire Force
"assault at the Hotel, immediate police response needed",Police
Medical emergency: cardiac arrest reported at the Restaurant,Medical/Hospital
"Witnessed break-in at the Bridge, send police",Police
Emergency medical assistance needed for animal bite at the Restaurant,Medical/Hospital
"Active break-in at a villa, need backup",Police
"Active shooting at the Office, need backup",Police
Emergency: vandalism occurring at Piazza,Police
"Active fight at the Main Factory, need backup",Police
"pickpocketing in progress at the University campus, police needed",Police
"stroke reported at the shopping mall, send medical help",Medical/Hospital
Fire response required for brush fire at a family home,Fire Force
Security incident: identity theft at Kazanchis,Police
"Critical: burn injury at an Apartment building, need doctor",Medical/Hospital
"domestic dispute at the Hotel, immediate police response needed",Police
Fire emergency: explosion at a family home,Fire Force
Flames visible: chemical fire at the Bridge,Fire Force
Fire response required for industrial fire at the Restaurant,Fire Force
Emergency medical assistance needed for severe headache at the Office,Medical/Hospital
Need doctor for severe headache at the Office immediately,Medical/Hospital
Police assistance required for carjacking at an Apartment building,Police
Call police: pickpocketing happening at Mexico Square right now,Police
Emergency response needed for brush fire at an Apartment building,Fire Force
Call police: fight happening at Kebele 06 right now,Police
Emergency: assault occurring at a private residence,Police
Structure fire: kitchen fire at Gerji,Fire Force
"URGENT: breathing difficulty at Train Station, send paramedics",Medical/Hospital
"stabbing in progress at a shared house, police needed",Police
"Active fight at the Hospital gate, need backup",Police
Smoke reported: forest fire at a family home,Fire Force
Police emergency: vandalism at Mexico Square,Police
"Critical: basement fire at the Mosque, multiple units needed",Fire Force
Need doctor for heart attack at the Hospital gate immediately,Medical/Hospital
"Witnessed suspicious person at Sarbet, send police",Police
Testing: is this working,Other
Fire emergency: confined space rescue at the Office,Fire Force
Emergency: basement fire occurring at the shopping mall,Fire Force
Emergency! unconscious person at Train Station,Medical/Hospital
"Report of house fire at Bus Terminal, fire trucks needed",Fire Force
Person suffering from breathing difficulty at the Hotel,Medical/Hospital
Emergency response needed for apartment fire at Kebele 06,Fire Force
"industrial fire at the Hotel, immediate fire response required",Fire Force
Medical emergency: burn victim reported at the shopping mall,Medical/Hospital
Smoke reported: electrical fire at a private residence,Fire Force
"Report of burglary at Adama Market, police dispatched",Police
Emergency: drug dealing occurring at a residential building,Police
"Active fraud at a family home, need backup",Police
Structure fire: wildfire at Atlas area,Fire Force
"Witnessed domestic dispute at the Gas Station, send police",Police
"Active mugging at the Bridge, need backup",Police
Help! burn injury occurring at Main Road,Medical/Hospital
"Person experiencing woman in labor at Train Station, need ambulance",Medical/Hospital
Fire response required for gas leak at the Fire Station,Fire Force
Structure fire: warehouse fire at Piazza,Fire Force
Ambulance needed immediately for unconscious person at CMC Condominium,Medical/Hospital
Smoke reported: explosion at the Park,Fire Force
Flames visible: confined space rescue at Bole Road,Fire Force
Fire emergency: chimney fire at the Stadium,Fire Force
Help! car theft at Kebele 06,Police
Call firefighters: industrial fire at the Main Factory,Fire Force
Police needed immediately for shooting at a compound,Police
"Report of electrical fire at the Police Station, fire trucks needed",Fire Force
Security incident: drug dealing at Gerji,Police
Fire emergency: gas leak at a villa,Fire Force
"Person experiencing heat stroke at CMC Condominium, need ambulance",Medical/Hospital
Emergency! respiratory distress at a private residence,Medical/Hospital
"Report of brush fire at Atlas area, fire trucks needed",Fire Force
Emergency medical assistance needed for burn victim at the Church,Medical/Hospital
Crime alert: domestic dispute at the Mosque,Police
This is a simulation running,Other
Emergency: domestic dispute occurring at Kebele 08,Police
Medical crisis: chest pain at Train Station,Medical/Hospital
"Witnessed pickpocketing at the Mosque, send police",Police
"head injury reported at CMC Condominium, send medical help",Medical/Hospital
Fire alarm: chimney fire at an Apartment building,Fire Force
"URGENT: riot reported at the Main Factory, send officers",Police
Emergency medical assistance needed for choking incident at a dormitory,Medical/Hospital
"Person experiencing severe headache at my Home, need ambulance",Medical/Hospital
Emergency medical assistance needed for overdose at the Bridge,Medical/Hospital
"Report of fraud at the School, police dispatched",Police
"carjacking in progress at a shared house, police needed",Police
Police assistance required for assault at an Apartment building,Police
Need doctor for hypothermia at a private residence immediately,Medical/Hospital
"fraud in progress at the Police Station, police needed",Police
Emergency! allergic reaction at Piazza,Medical/Hospital
"URGENT: stolen vehicle reported at Gerji, send officers",Police
"Critical: burn injury at Sarbet, need doctor",Medical/Hospital
"Report of cardiac arrest at the Park, medical team required",Medical/Hospital
Help! structure fire at Atlas area,Fire Force
"Critical: overdose at Bole Road, need doctor",Medical/Hospital
Fire alarm: forest fire at Main Road,Fire Force
Help! fraud at the Bank,Police
Hazardous situation: wildfire at the Hospital gate,Fire Force
Ambulance needed immediately for cardiac arrest at a local house,Medical/Hospital
"Report of fuel spill at Main Road, fire trucks needed",Fire Force
"URGENT: car theft reported at Kebele 08, send officers",Police
"URGENT: shooting reported at Kebele 06, send officers",Police
Emergency response needed for gas leak at Kebele 04,Fire Force
Emergency! head injury at Kebele 06,Medical/Hospital
"Patient with burn victim at Sarbet, requires hospital transport",Medical/Hospital
"Person experiencing animal bite at Kebele 02, need ambulance",Medical/Hospital
Law enforcement required for vandalism at the Main Factory,Police
"Witnessed harassment at a private residence, send police",Police
Smoke reported: warehouse fire at the Hospital gate,Fire Force
Person suffering from stroke at Kebele 08,Medical/Hospital
"Critical: balcony fire at Main Road, multiple units needed",Fire Force
Person suffering from collapsed person at a villa,Medical/Hospital
Medical emergency: heat stroke reported at my Home,Medical/Hospital
Emergency medical assistance needed for severe headache at the Fire Station,Medical/Hospital
"gas leak at the Main Factory, immediate fire response required",Fire Force
Fire alarm: wildfire at the Police Station,Fire Force
Police needed immediately for robbery at Adama Market,Police
Emergency: confined space rescue occurring at the Restaurant,Fire Force
Medical crisis: burn victim at Atlas area,Medical/Hospital
"Witnessed drug dealing at the Restaurant, send police",Police
"theft at the Roundabout, immediate police response needed",Police
"Person experiencing hypothermia at my Home, need ambulance",Medical/Hospital
Emergency! collapsed person at the Hotel,Medical/Hospital
"Report of basement fire at my Home, fire trucks needed",Fire Force
Structure fire: rubbish fire at Train Station,Fire Force
Call firefighters: fuel spill at a family home,Fire Force
Help! vehicle fire at the Main Factory,Fire Force
"Person experiencing severe bleeding at the Church, need ambulance",Medical/Hospital
Someone is having breathing difficulty at Central Bank,Medical/Hospital
Police needed immediately for carjacking at Train Station,Police
Emergency! allergic reaction at a compound,Medical/Hospital
Flames visible: wildfire at a private residence,Fire Force
Police assistance required for identity theft at a compound,Police
"burn injury reported at the Hospital gate, send medical help",Medical/Hospital
Call firefighters: house fire at the Park,Fire Force
Emergency! back injury at Sarbet,Medical/Hospital
"Report of explosion at the Hospital gate, fire trucks needed",Fire Force
Smoke reported: basement fire at a shared house,Fire Force
Ambulance needed immediately for animal bite at the Police Station,Medical/Hospital
Person suffering from back injury at Kebele 06,Medical/Hospital
"Person experiencing overdose at Kebele 06, need ambulance",Medical/Hospital
Person suffering from head injury at the Church,Medical/Hospital
Police assistance required for kidnapping at Summit,Police
Emergency: carbon monoxide alarm occurring at Bole Road,Fire Force
Structure fire: confined space rescue at the School,Fire Force
"harassment at the School, immediate police response needed",Police
Fire emergency: house fire at Sarbet,Fire Force
Need doctor for choking incident at the Fire Station immediately,Medical/Hospital
Police assistance required for pickpocketing at Gerji,Police
Smoke reported: structure fire at the Main Factory,Fire Force
Someone is having cardiac arrest at the Fire Station,Medical/Hospital
Fire emergency: chemical fire at a private residence,Fire Force
Medical crisis: choking incident at Bus Terminal,Medical/Hospital
"Witnessed hit and run at Atlas area, send police",Police
Emergency response needed for industrial fire at an Apartment building,Fire Force
"Report of shooting at a compound, police dispatched",Police
Need doctor for unconscious person at the Park immediately,Medical/Hospital
Smoke reported: smoke investigation at the construction site,Fire Force
"Patient with fainting spell at Mexico Square, requires hospital transport",Medical/Hospital
Crime alert: drug dealing at Mexico Square,Police
Emergency! severe bleeding at the Roundabout,Medical/Hospital
"Patient with allergic reaction at Sarbet, requires hospital transport",Medical/Hospital
Police assistance required for identity theft at a shared house,Police
Someone is having eye injury at the Main Factory,Medical/Hospital
Help! drowning incident occurring at an Apartment building,Medical/Hospital
"Report of structure fire at the Fire Station, fire trucks needed",Fire Force
Crime alert: fight at Main Road,Police
Flames visible: confined space rescue at a residential building,Fire Force
"Report of armed robbery at the Police Station, police dispatched",Police
"URGENT: attic fire reported at Kazanchis, send fire department",Fire Force
Medical emergency: allergic reaction reported at the Police Station,Medical/Hospital
Emergency response needed for industrial fire at a shared house,Fire Force
Help! burn injury occurring at the School,Medical/Hospital
Ambulance needed immediately for heat stroke at the Fire Station,Medical/Hospital
Security incident: harassment at the Hotel,Police
Flames visible: wildfire at Mexico Square,Fire Force
Flames visible: industrial fire at Gerji,Fire Force
Security incident: harassment at Mexico Square,Police
"URGENT: carbon monoxide alarm reported at Bus Terminal, send fire department",Fire Force
Help! burglary at the Main Factory,Police
Emergency medical assistance needed for eye injury at the shopping mall,Medical/Hospital
Emergency medical assistance needed for diabetic emergency at Main Road,Medical/Hospital
Emergency response needed for rubbish fire at Kebele 06,Fire Force
Crime alert: fraud at Kebele 08,Police
Emergency response needed for rubbish fire at Atlas area,Fire Force
"Patient with seizure at Adama Market, requires hospital transport",Medical/Hospital
Emergency: mugging occurring at a shared house,Police
Need doctor for chest pain at a villa immediately,Medical/Hospital
Police emergency: theft at Summit,Police
"assault at a compound, immediate police response needed",Police
"URGENT: electric shock at the Main Factory, send paramedics",Medical/Hospital
Fire emergency: industrial fire at the Police Station,Fire Force
"Critical: fuel spill at a dormitory, multiple units needed",Fire Force
Emergency: brush fire occurring at my Home,Fire Force
"Person experiencing respiratory distress at a residential building, need ambulance",Medical/Hospital
"stolen vehicle in progress at Atlas area, police needed",Police
Call firefighters: electrical fire at the Fire Station,Fire Force
"Report of wildfire at my Home, fire trucks needed",Fire Force
Help! drug dealing at the shopping mall,Police
Structure fire: apartment fire at the shopping mall,Fire Force
Emergency: gas leak occurring at a local house,Fire Force
Help! trespassing at the Mosque,Police
Fire response required for transformer fire at the Main Factory,Fire Force
"Report of cardiac arrest at the Hotel, medical team required",Medical/Hospital
"URGENT: severe bleeding at the Gas Station, send paramedics",Medical/Hospital
Someone is having chest pain at Sarbet,Medical/Hospital
Emergency: fraud occurring at the local Pharmacy,Police
Police needed immediately for pickpocketing at the Hospital gate,Police
Help! identity theft at Sarbet,Police
Emergency: drug dealing occurring at a private residence,Police
Call firefighters: apartment fire at Atlas area,Fire Force
Need doctor for seizure at Train Station immediately,Medical/Hospital
Person suffering from panic attack at a villa,Medical/Hospital
Fire emergency: house fire at a villa,Fire Force
"mugging at CMC Condominium, immediate police response needed",Police
Fire response required for carbon monoxide alarm at Gerji,Fire Force
Emergency medical assistance needed for panic attack at the Restaurant,Medical/Hospital
Police needed immediately for burglary at the Gas Station,Police
Emergency! electric shock at the Park,Medical/Hospital
"Witnessed burglary at a villa, send police",Police
"drug dealing in progress at the Park, police needed",Police
Medical crisis: severe headache at the Roundabout,Medical/Hospital
Help! poisoning occurring at Train Station,Medical/Hospital
Flames visible: industrial fire at Atlas area,Fire Force
"Report of chemical fire at the Bridge, fire trucks needed",Fire Force
Help! kidnapping at Piazza,Police
"armed robbery at Bole Road, immediate police response needed",Police
Structure fire: attic fire at the Office,Fire Force
Ambulance needed immediately for burn victim at Kebele 08,Medical/Hospital
"Patient with cardiac arrest at the Hotel, requires hospital transport",Medical/Hospital
Flames visible: vehicle fire at the local Pharmacy,Fire Force
Help! animal bite occurring at the Hotel,Medical/Hospital
Question: how to use this,Other
Ambulance needed immediately for overdose at Mexico Square,Medical/Hospital
Call firefighters: chimney fire at Piazza,Fire Force
Police needed immediately for pickpocketing at Train Station,Police
Help! severe headache occurring at Summit,Medical/Hospital
Emergency! cardiac arrest at Summit,Medical/Hospital
Emergency response needed for rubbish fire at the local Pharmacy,Fire Force
Ambulance needed immediately for electric shock at the Police Station,Medical/Hospital
Call firefighters: gas leak at the Hospital gate,Fire Force
"URGENT: attic fire reported at Sarbet, send fire department",Fire Force
Fire response required for warehouse fire at a dormitory,Fire Force
Medical crisis: broken leg at an Apartment building,Medical/Hospital
Medical crisis: burn injury at Kebele 04,Medical/Hospital
"Person experiencing hypothermia at the Roundabout, need ambulance",Medical/Hospital
Police needed immediately for drug dealing at Summit,Police
Call firefighters: brush fire at the University campus,Fire Force
Structure fire: kitchen fire at the Park,Fire Force
"Report of drowning incident at Bus Terminal, medical team required",Medical/Hospital
"basement fire at Kebele 04, immediate fire response required",Fire Force
Police needed immediately for fraud at Kebele 08,Police
"URGENT: hit and run reported at a villa, send officers",Police
Security incident: domestic dispute at the School,Police
Hazardous situation: fuel spill at the local Pharmacy,Fire Force
Emergency! poisoning at the local Pharmacy,Medical/Hospital
Help! burn victim occurring at the Mosque,Medical/Hospital
Help! explosion at the Restaurant,Fire Force
"trespassing in progress at Kebele 04, police needed",Police
Call police: car theft happening at the Hotel right now,Police
"woman in labor reported at Main Road, send medical help",Medical/Hospital
Call firefighters: roof fire at the Hospital gate,Fire Force
Emergency response needed for wildfire at a private residence,Fire Force
"Patient with electric shock at the Fire Station, requires hospital transport",Medical/Hospital
Emergency response needed for explosion at Atlas area,Fire Force
Law enforcement required for vandalism at the Gas Station,Police
Law enforcement required for theft at Adama Market,Police
"URGENT: identity theft reported at a shared house, send officers",Police
Person suffering from panic attack at Main Road,Medical/Hospital
Medical crisis: burn victim at a villa,Medical/Hospital
"assault at the Fire Station, immediate police response needed",Police
Help! drug dealing at Atlas area,Police
"Critical: electrical fire at an Apartment building, multiple units needed",Fire Force
"severe headache reported at a residential building, send medical help",Medical/Hospital
"allergic reaction reported at a villa, send medical help",Medical/Hospital
Emergency! collapsed person at a local house,Medical/Hospital
Fire alarm: hazmat incident at the construction site,Fire Force
Emergency! diabetic emergency at the Fire Station,Medical/Hospital
Call firefighters: chemical fire at a local house,Fire Force
"Active mugging at Summit, need backup",Police
Structure fire: gas leak at a compound,Fire Force
"Person experiencing respiratory distress at a villa, need ambulance",Medical/Hospital
Medical crisis: seizure at Central Bank,Medical/Hospital
"house fire at Mexico Square, immediate fire response required",Fire Force
Fire emergency: forest fire at a residential building,Fire Force
Fire response required for apartment fire at the Main Factory,Fire Force
Help! electric shock occurring at a shared house,Medical/Hospital
Emergency response needed for rubbish fire at CMC Condominium,Fire Force
"Report of woman in labor at Kebele 08, medical team required",Medical/Hospital
"Witnessed fight at the shopping mall, send police",Police
Law enforcement required for harassment at the Gas Station,Police
Emergency: armed robbery occurring at the Church,Police
Call firefighters: apartment fire at a family home,Fire Force
Call police: break-in happening at a shared house right now,Police
Medical emergency: chest pain reported at the Main Factory,Medical/Hospital
Someone is having choking incident at a compound,Medical/Hospital
"attic fire at Main Road, immediate fire response required",Fire Force
Call police: mugging happening at a residential building right now,Police
"explosion at Bus Terminal, immediate fire response required",Fire Force
"gas leak at a family home, immediate fire response required",Fire Force
"URGENT: trespassing reported at Gerji, send officers",Police
Someone is having fainting spell at Kebele 02,Medical/Hospital
"URGENT: robbery reported at a family home, send officers",Police
Need doctor for heat stroke at Bole Road immediately,Medical/Hospital
Hazardous situation: transformer fire at an Apartment building,Fire Force
"missing person in progress at the Main Factory, police needed",Police
Emergency! severe bleeding at the shopping mall,Medical/Hospital
Call firefighters: gas leak at a family home,Fire Force
"robbery at Kebele 06, immediate police response needed",Police
Emergency response needed for roof fire at the Bridge,Fire Force
"Person experiencing electric shock at a residential building, need ambulance",Medical/Hospital
Fire alarm: fuel spill at the Hotel,Fire Force
"panic attack reported at Kebele 04, send medical help",Medical/Hospital
"Critical: structure fire at the Office, multiple units needed",Fire Force
"Report of break-in at Kebele 02, police dispatched",Police
Call police: shooting happening at the local Pharmacy right now,Police
Someone is having chest pain at the Restaurant,Medical/Hospital
"Report of car theft at Bole Road, police dispatched",Police
"URGENT: house fire reported at the Mosque, send fire department",Fire Force
Ambulance needed immediately for poisoning at a private residence,Medical/Hospital
"riot in progress at Gerji, police needed",Police
Police emergency: shooting at Adama Market,Police
"harassment at Piazza, immediate police response needed",Police
"Active harassment at the Gas Station, need backup",Police
Emergency medical assistance needed for drowning incident at Bole Road,Medical/Hospital
Emergency: kidnapping occurring at the Church,Police
Security incident: harassment at the Police Station,Police
Hazardous situation: smoke investigation at Adama Market,Fire Force
Police needed immediately for fraud at the Mosque,Police
Security incident: hit and run at Bus Terminal,Police
"armed robbery at a local house, immediate police response needed",Police
"Person experiencing chest pain at the Office, need ambulance",Medical/Hospital
Police emergency: break-in at a residential building,Police
"Report of car theft at the School, police dispatched",Police
Emergency: transformer fire occurring at a local house,Fire Force
Hazardous situation: industrial fire at the School,Fire Force
Fire alarm: smoke investigation at a family home,Fire Force
Call police: mugging happening at the Stadium right now,Police
Someone is having diabetic emergency at the construction site,Medical/Hospital
"stolen vehicle at CMC Condominium, immediate police response needed",Police
Medical emergency: severe bleeding reported at a shared house,Medical/Hospital
Security incident: stolen vehicle at the Hospital gate,Police
Hazardous situation: smoke investigation at a compound,Fire Force
Law enforcement required for stabbing at the Office,Police
Structure fire: vehicle fire at Kebele 02,Fire Force
Hazardous situation: confined space rescue at the Bank,Fire Force
Help! carbon monoxide alarm at the Main Factory,Fire Force
"URGENT: industrial fire reported at the Police Station, send fire department",Fire Force
Emergency: basement fire occurring at the Office,Fire Force
"Report of broken leg at a residential building, medical team required",Medical/Hospital
Security incident: mugging at Train Station,Police
Emergency response needed for attic fire at the School,Fire Force
"fuel spill at the local Pharmacy, immediate fire response required",Fire Force
"Critical: chest pain at a family home, need doctor",Medical/Hospital
"URGENT: theft reported at the Main Factory, send officers",Police
"Report of apartment fire at Kebele 04, fire trucks needed",Fire Force
"Person experiencing respiratory distress at Central Bank, need ambulance",Medical/Hospital
Someone is having burn injury at the Bridge,Medical/Hospital
Police emergency: suspicious person at the School,Police
Emergency! asthma attack at Kazanchis,Medical/Hospital
Flames visible: electrical fire at Kebele 06,Fire Force
Call firefighters: carbon monoxide alarm at Piazza,Fire Force
Call firefighters: warehouse fire at the local Pharmacy,Fire Force
Hazardous situation: industrial fire at a family home,Fire Force
"Person experiencing eye injury at the construction site, need ambulance",Medical/Hospital
Help! respiratory distress occurring at the shopping mall,Medical/Hospital
Help! burn injury occurring at a villa,Medical/Hospital
Smoke reported: carbon monoxide alarm at Central Bank,Fire Force
Fire alarm: wildfire at the Bridge,Fire Force
Smoke reported: chemical fire at the Church,Fire Force
Fire emergency: chemical fire at Kebele 06,Fire Force
"Witnessed carjacking at the Fire Station, send police",Police
Law enforcement required for vandalism at Summit,Police
"electric shock reported at Kazanchis, send medical help",Medical/Hospital
Help! hazmat incident at the Restaurant,Fire Force
"Witnessed mugging at the University campus, send police",Police
Someone is having overdose at a dormitory,Medical/Hospital
"URGENT: break-in reported at the Bank, send officers",Police
"Report of burn injury at my Home, medical team required",Medical/Hospital
"URGENT: shooting reported at a residential building, send officers",Police
Help! forest fire at a shared house,Fire Force
"Report of head injury at an Apartment building, medical team required",Medical/Hospital
Help! kidnapping at an Apartment building,Police
Police assistance required for break-in at a private residence,Police
"Report of basement fire at the local Pharmacy, fire trucks needed",Fire Force
Medical crisis: diabetic emergency at the Fire Station,Medical/Hospital
Help! stolen vehicle at the Bridge,Police
Help! home invasion at Bole Road,Police
"Person experiencing electric shock at a compound, need ambulance",Medical/Hospital
Police assistance required for shooting at Central Bank,Police
Fire response required for industrial fire at my Home,Fire Force
Medical crisis: panic attack at Adama Market,Medical/Hospital
Crime alert: fraud at the Stadium,Police
"Witnessed burglary at a private residence, send police",Police
"Witnessed harassment at the local Pharmacy, send police",Police
Help! mugging at the Main Factory,Police
"URGENT: explosion reported at Kebele 06, send fire department",Fire Force
Help! robbery at the School,Police
Emergency: hit and run occurring at Adama Market,Police
"Patient with choking incident at a compound, requires hospital transport",Medical/Hospital
Emergency response needed for transformer fire at Bus Terminal,Fire Force
"Patient with heat stroke at the Main Factory, requires hospital transport",Medical/Hospital
Ambulance needed immediately for back injury at Adama Market,Medical/Hospital
Person suffering from cardiac arrest at a dormitory,Medical/Hospital
Emergency response needed for carbon monoxide alarm at Main Road,Fire Force
"Report of severe headache at Kebele 06, medical team required",Medical/Hospital
Police needed immediately for domestic dispute at the Office,Police
